xSOM,ySOM,R,G,B,label
1.176,19.024,0.000,0.000,0.000,0.000
8.624,19.376,0.000,0.000,0.000,0.000
15.342,6.309,0.000,0.000,0.000,0.000
8.102,13.189,0.000,0.000,0.000,0.000
3.619,12.058,0.000,0.000,0.000,0.000
5.040,9.033,0.000,0.000,0.000,0.000
0.353,17.992,0.000,0.000,0.000,0.000
0.054,7.098,0.000,0.000,0.000,0.000
14.647,14.845,0.000,0.000,0.000,0.000
1.105,9.321,0.000,0.000,0.000,0.000
10.987,18.766,0.000,0.000,0.000,0.000
-0.156,17.002,0.000,0.000,0.000,0.000
12.729,2.113,0.000,0.000,0.000,0.000
0.665,14.648,0.000,0.000,0.000,0.000
16.208,10.724,0.000,0.000,0.000,0.000
9.327,5.112,0.000,0.000,0.000,0.000
1.301,0.269,0.000,0.000,0.000,0.000
17.336,1.096,0.000,0.000,0.000,0.000
9.966,11.990,0.000,0.000,0.000,0.000
-0.083,2.086,0.000,0.000,0.000,0.000
-0.090,17.820,0.000,0.000,0.000,0.000
16.800,1.780,0.000,0.000,0.000,0.000
7.916,0.940,0.000,0.000,0.000,0.000
14.717,19.042,0.000,0.000,0.000,0.000
2.961,-0.122,0.000,0.000,0.000,0.000
8.271,13.708,0.000,0.000,0.000,0.000
3.693,6.656,0.000,0.000,0.000,0.000
12.184,1.002,0.000,0.000,0.000,0.000
9.822,6.722,0.000,0.000,0.000,0.000
17.315,11.972,0.000,0.000,0.000,0.000
-0.241,-0.189,0.000,0.000,0.000,0.000
18.841,13.326,0.000,0.000,0.000,0.000
3.372,0.259,0.000,0.000,0.000,0.000
9.638,15.886,0.000,0.000,0.000,0.000
11.789,18.774,0.000,0.000,0.000,0.000
8.950,5.779,0.000,0.000,0.000,0.000
1.964,10.313,0.000,0.000,0.000,0.000
-0.389,7.727,0.000,0.000,0.000,0.000
2.791,0.068,0.000,0.000,0.000,0.000
0.299,18.847,0.000,0.000,0.000,0.000
0.291,17.040,0.000,0.000,0.000,0.000
7.371,8.131,0.000,0.000,0.000,0.000
2.609,0.100,0.000,0.000,0.000,0.000
11.114,2.211,0.000,0.000,0.000,0.000
16.864,1.134,0.000,0.000,0.000,0.000
-0.315,17.013,0.000,0.000,0.000,0.000
9.887,5.322,0.000,0.000,0.000,0.000
12.205,1.112,0.000,0.000,0.000,0.000
12.805,12.610,0.000,0.000,0.000,0.000
16.759,0.718,0.000,0.000,0.000,0.000
0.270,17.292,0.000,0.000,0.000,0.000
3.693,0.014,0.000,0.000,0.000,0.000
16.716,8.748,0.000,0.000,0.000,0.000
1.225,9.334,0.000,0.000,0.000,0.000
11.900,18.943,0.000,0.000,0.000,0.000
18.623,11.229,244.043,129.492,47.812,1.000
17.743,9.054,244.043,129.492,47.812,1.000
18.638,13.624,244.043,129.492,47.812,1.000
18.801,13.969,244.043,129.492,47.812,1.000
18.828,6.349,244.043,129.492,47.812,1.000
19.010,5.621,244.043,129.492,47.812,1.000
18.034,6.919,244.043,129.492,47.812,1.000
18.978,14.999,244.043,129.492,47.812,1.000
18.680,11.046,244.043,129.492,47.812,1.000
17.615,7.026,244.043,129.492,47.812,1.000
18.632,15.030,244.043,129.492,47.812,1.000
19.276,14.997,244.043,129.492,47.812,1.000
19.156,18.701,244.043,129.492,47.812,1.000
13.826,13.137,244.043,129.492,47.812,1.000
17.672,19.116,244.043,129.492,47.812,1.000
12.680,12.870,244.043,129.492,47.812,1.000
15.711,5.987,244.043,129.492,47.812,1.000
18.891,3.364,244.043,129.492,47.812,1.000
19.284,6.865,244.043,129.492,47.812,1.000
19.220,19.337,244.043,129.492,47.812,1.000
13.806,11.779,244.043,129.492,47.812,1.000
13.376,3.271,244.043,129.492,47.812,1.000
15.902,15.292,244.043,129.492,47.812,1.000
17.105,18.865,244.043,129.492,47.812,1.000
10.683,19.281,244.043,129.492,47.812,1.000
15.982,12.973,244.043,129.492,47.812,1.000
19.021,5.666,244.043,129.492,47.812,1.000
10.638,18.838,244.043,129.492,47.812,1.000
19.358,3.228,244.043,129.492,47.812,1.000
13.339,7.187,244.043,129.492,47.812,1.000
18.631,19.294,244.043,129.492,47.812,1.000
12.796,6.246,244.043,129.492,47.812,1.000
11.746,10.974,244.043,129.492,47.812,1.000
19.075,1.766,244.043,129.492,47.812,1.000
18.743,1.760,244.043,129.492,47.812,1.000
12.773,6.685,244.043,129.492,47.812,1.000
8.371,17.207,244.043,129.492,47.812,1.000
18.641,15.656,244.043,129.492,47.812,1.000
18.608,0.266,244.043,129.492,47.812,1.000
19.306,5.757,244.043,129.492,47.812,1.000
16.696,7.202,244.043,129.492,47.812,1.000
13.315,10.209,244.043,129.492,47.812,1.000
15.308,13.828,244.043,129.492,47.812,1.000
12.777,18.690,244.043,129.492,47.812,1.000
9.785,8.630,244.043,129.492,47.812,1.000
19.190,0.002,244.043,129.492,47.812,1.000
19.288,8.376,244.043,129.492,47.812,1.000
14.174,5.829,244.043,129.492,47.812,1.000
13.293,2.886,244.043,129.492,47.812,1.000
15.031,14.324,244.043,129.492,47.812,1.000
18.957,7.638,244.043,129.492,47.812,1.000
7.914,15.831,244.043,129.492,47.812,1.000
11.670,7.696,244.043,129.492,47.812,1.000
18.719,19.003,244.043,129.492,47.812,1.000
10.850,11.267,244.043,129.492,47.812,1.000
15.169,13.856,244.043,129.492,47.812,1.000
18.807,0.179,244.043,129.492,47.812,1.000
18.798,19.361,244.043,129.492,47.812,1.000
19.229,-0.234,244.043,129.492,47.812,1.000
19.138,0.027,244.043,129.492,47.812,1.000
18.826,19.316,244.043,129.492,47.812,1.000
14.991,13.776,244.043,129.492,47.812,1.000
13.687,19.071,244.043,129.492,47.812,1.000
15.699,15.396,244.043,129.492,47.812,1.000
15.836,6.817,244.043,129.492,47.812,1.000
12.267,9.799,244.043,129.492,47.812,1.000
18.135,13.309,244.043,129.492,47.812,1.000
9.731,19.016,244.043,129.492,47.812,1.000
18.647,0.059,244.043,129.492,47.812,1.000
10.621,8.726,244.043,129.492,47.812,1.000
18.711,6.269,244.043,129.492,47.812,1.000
16.693,18.641,244.043,129.492,47.812,1.000
9.723,9.782,244.043,129.492,47.812,1.000
13.298,18.812,244.043,129.492,47.812,1.000
12.892,19.193,244.043,129.492,47.812,1.000
14.334,19.019,244.043,129.492,47.812,1.000
9.702,13.092,244.043,129.492,47.812,1.000
17.968,12.378,244.043,129.492,47.812,1.000
11.606,16.956,244.043,129.492,47.812,1.000
6.971,19.038,244.043,129.492,47.812,1.000
18.801,14.226,244.043,129.492,47.812,1.000
15.015,0.342,244.043,129.492,47.812,1.000
10.762,12.380,244.043,129.492,47.812,1.000
14.355,19.364,244.043,129.492,47.812,1.000
13.741,-0.140,244.043,129.492,47.812,1.000
19.206,5.977,244.043,129.492,47.812,1.000
6.834,18.149,244.043,129.492,47.812,1.000
6.853,18.906,244.043,129.492,47.812,1.000
15.614,17.085,244.043,129.492,47.812,1.000
16.143,6.874,244.043,129.492,47.812,1.000
19.259,13.827,244.043,129.492,47.812,1.000
11.753,0.724,244.043,129.492,47.812,1.000
10.982,12.105,244.043,129.492,47.812,1.000
9.078,16.912,244.043,129.492,47.812,1.000
7.740,2.901,244.043,129.492,47.812,1.000
9.341,18.151,244.043,129.492,47.812,1.000
10.071,11.389,244.043,129.492,47.812,1.000
17.780,-0.284,244.043,129.492,47.812,1.000
7.262,18.861,244.043,129.492,47.812,1.000
4.045,12.701,244.043,129.492,47.812,1.000
4.164,8.760,127.500,127.500,127.500,2.000
2.077,15.672,127.500,127.500,127.500,2.000
4.091,7.945,127.500,127.500,127.500,2.000
17.099,5.725,127.500,127.500,127.500,2.000
0.802,14.920,127.500,127.500,127.500,2.000
6.086,12.667,127.500,127.500,127.500,2.000
4.102,6.818,127.500,127.500,127.500,2.000
-0.026,11.399,127.500,127.500,127.500,2.000
0.269,10.922,127.500,127.500,127.500,2.000
0.626,17.267,127.500,127.500,127.500,2.000
4.847,14.694,127.500,127.500,127.500,2.000
6.210,12.919,127.500,127.500,127.500,2.000
4.154,7.323,127.500,127.500,127.500,2.000
0.910,10.048,127.500,127.500,127.500,2.000
16.374,5.605,127.500,127.500,127.500,2.000
7.191,15.232,127.500,127.500,127.500,2.000
0.890,17.350,127.500,127.500,127.500,2.000
0.207,7.378,127.500,127.500,127.500,2.000
4.884,13.817,127.500,127.500,127.500,2.000
0.629,18.701,127.500,127.500,127.500,2.000
7.253,8.940,127.500,127.500,127.500,2.000
16.345,5.148,127.500,127.500,127.500,2.000
16.703,7.643,127.500,127.500,127.500,2.000
0.087,8.362,127.500,127.500,127.500,2.000
11.350,5.280,127.500,127.500,127.500,2.000
3.131,13.368,127.500,127.500,127.500,2.000
0.290,11.759,127.500,127.500,127.500,2.000
0.877,2.079,127.500,127.500,127.500,2.000
17.265,6.289,127.500,127.500,127.500,2.000
12.386,3.915,127.500,127.500,127.500,2.000
-0.246,9.645,127.500,127.500,127.500,2.000
7.221,9.184,127.500,127.500,127.500,2.000
1.921,18.053,127.500,127.500,127.500,2.000
5.842,3.081,127.500,127.500,127.500,2.000
11.103,6.665,127.500,127.500,127.500,2.000
7.235,9.167,127.500,127.500,127.500,2.000
7.059,7.875,127.500,127.500,127.500,2.000
2.878,17.716,127.500,127.500,127.500,2.000
12.369,4.160,127.500,127.500,127.500,2.000
5.929,14.224,127.500,127.500,127.500,2.000
6.110,0.958,127.500,127.500,127.500,2.000
7.922,18.263,127.500,127.500,127.500,2.000
1.026,3.956,127.500,127.500,127.500,2.000
0.953,9.380,127.500,127.500,127.500,2.000
9.798,7.187,127.500,127.500,127.500,2.000
0.680,7.742,127.500,127.500,127.500,2.000
0.967,4.949,127.500,127.500,127.500,2.000
1.018,13.071,127.500,127.500,127.500,2.000
0.313,13.757,127.500,127.500,127.500,2.000
6.294,11.290,127.500,127.500,127.500,2.000
7.198,18.027,127.500,127.500,127.500,2.000
12.380,11.783,127.500,127.500,127.500,2.000
5.206,11.669,127.500,127.500,127.500,2.000
2.109,12.201,127.500,127.500,127.500,2.000
5.278,16.678,127.500,127.500,127.500,2.000
1.132,8.664,127.500,127.500,127.500,2.000
-0.208,14.122,127.500,127.500,127.500,2.000
1.051,17.616,127.500,127.500,127.500,2.000
6.194,17.901,127.500,127.500,127.500,2.000
11.011,11.833,127.500,127.500,127.500,2.000
8.802,6.383,127.500,127.500,127.500,2.000
11.609,-0.288,127.500,127.500,127.500,2.000
0.076,8.921,127.500,127.500,127.500,2.000
-0.006,3.218,127.500,127.500,127.500,2.000
4.771,0.858,127.500,127.500,127.500,2.000
1.729,4.634,127.500,127.500,127.500,2.000
16.831,0.816,127.500,127.500,127.500,2.000
0.081,9.132,127.500,127.500,127.500,2.000
10.618,10.747,127.500,127.500,127.500,2.000
1.088,7.885,127.500,127.500,127.500,2.000
-0.196,19.103,127.500,127.500,127.500,2.000
17.056,8.909,127.500,127.500,127.500,2.000
13.367,5.382,127.500,127.500,127.500,2.000
-0.111,12.823,127.500,127.500,127.500,2.000
8.838,17.058,127.500,127.500,127.500,2.000
16.049,14.181,127.500,127.500,127.500,2.000
14.164,6.274,127.500,127.500,127.500,2.000
0.219,17.030,127.500,127.500,127.500,2.000
8.793,17.614,127.500,127.500,127.500,2.000
1.062,7.615,127.500,127.500,127.500,2.000
7.333,19.352,127.500,127.500,127.500,2.000
10.309,12.775,127.500,127.500,127.500,2.000
3.260,2.899,127.500,127.500,127.500,2.000
1.142,13.975,127.500,127.500,127.500,2.000
3.207,12.240,127.500,127.500,127.500,2.000
6.228,6.889,127.500,127.500,127.500,2.000
0.910,18.721,127.500,127.500,127.500,2.000
16.863,6.797,127.500,127.500,127.500,2.000
-0.343,6.965,127.500,127.500,127.500,2.000
6.775,7.877,127.500,127.500,127.500,2.000
15.141,8.234,127.500,127.500,127.500,2.000
17.768,12.297,127.500,127.500,127.500,2.000
9.869,8.938,127.500,127.500,127.500,2.000
6.261,16.646,127.500,127.500,127.500,2.000
5.379,12.040,127.500,127.500,127.500,2.000
-0.186,11.109,127.500,127.500,127.500,2.000
14.340,18.722,127.500,127.500,127.500,2.000
5.221,13.302,127.500,127.500,127.500,2.000
12.979,14.235,127.500,127.500,127.500,2.000
8.384,3.248,127.500,127.500,127.500,2.000
10.163,13.070,229.102,24.903,74.707,3.000
6.091,0.191,229.102,24.903,74.707,3.000
7.204,0.250,229.102,24.903,74.707,3.000
5.872,-0.099,229.102,24.903,74.707,3.000
8.242,0.141,229.102,24.903,74.707,3.000
10.972,0.062,229.102,24.903,74.707,3.000
5.772,-0.275,229.102,24.903,74.707,3.000
6.096,15.763,229.102,24.903,74.707,3.000
2.999,0.022,229.102,24.903,74.707,3.000
6.013,-0.328,229.102,24.903,74.707,3.000
11.051,0.048,229.102,24.903,74.707,3.000
11.053,0.175,229.102,24.903,74.707,3.000
7.303,3.217,229.102,24.903,74.707,3.000
7.623,3.290,229.102,24.903,74.707,3.000
12.108,0.024,229.102,24.903,74.707,3.000
7.090,-0.342,229.102,24.903,74.707,3.000
9.917,2.731,229.102,24.903,74.707,3.000
6.766,-0.350,229.102,24.903,74.707,3.000
2.691,2.845,229.102,24.903,74.707,3.000
6.731,0.200,229.102,24.903,74.707,3.000
4.672,1.796,229.102,24.903,74.707,3.000
6.337,-0.230,229.102,24.903,74.707,3.000
8.140,0.355,229.102,24.903,74.707,3.000
6.304,2.105,229.102,24.903,74.707,3.000
1.800,0.073,229.102,24.903,74.707,3.000
12.003,1.301,229.102,24.903,74.707,3.000
5.100,5.234,229.102,24.903,74.707,3.000
10.167,2.851,229.102,24.903,74.707,3.000
3.164,-0.332,229.102,24.903,74.707,3.000
11.287,2.286,229.102,24.903,74.707,3.000
3.977,3.670,229.102,24.903,74.707,3.000
7.827,6.011,229.102,24.903,74.707,3.000
12.087,-0.043,229.102,24.903,74.707,3.000
12.777,0.263,229.102,24.903,74.707,3.000
5.981,6.756,229.102,24.903,74.707,3.000
11.620,0.802,229.102,24.903,74.707,3.000
6.684,0.022,229.102,24.903,74.707,3.000
9.731,3.787,229.102,24.903,74.707,3.000
3.124,2.783,229.102,24.903,74.707,3.000
6.292,0.188,229.102,24.903,74.707,3.000
13.926,4.853,229.102,24.903,74.707,3.000
0.618,-0.279,229.102,24.903,74.707,3.000
11.708,1.801,229.102,24.903,74.707,3.000
14.100,5.275,229.102,24.903,74.707,3.000
6.128,5.140,229.102,24.903,74.707,3.000
7.328,-0.278,229.102,24.903,74.707,3.000
10.007,0.186,229.102,24.903,74.707,3.000
5.005,5.036,229.102,24.903,74.707,3.000
5.055,0.646,229.102,24.903,74.707,3.000
1.353,-0.316,229.102,24.903,74.707,3.000
0.397,2.265,229.102,24.903,74.707,3.000
-0.146,0.356,229.102,24.903,74.707,3.000
8.715,3.850,229.102,24.903,74.707,3.000
13.668,-0.339,229.102,24.903,74.707,3.000
13.990,0.122,229.102,24.903,74.707,3.000
0.181,5.396,229.102,24.903,74.707,3.000
7.361,5.672,229.102,24.903,74.707,3.000
10.328,7.120,229.102,24.903,74.707,3.000
11.074,1.106,229.102,24.903,74.707,3.000
3.237,8.248,229.102,24.903,74.707,3.000
9.204,14.233,229.102,24.903,74.707,3.000
4.827,2.988,229.102,24.903,74.707,3.000
8.672,2.143,229.102,24.903,74.707,3.000
1.209,3.656,229.102,24.903,74.707,3.000
3.362,3.725,229.102,24.903,74.707,3.000
15.053,2.999,229.102,24.903,74.707,3.000
2.752,4.211,229.102,24.903,74.707,3.000
10.741,3.929,229.102,24.903,74.707,3.000
8.999,11.619,229.102,24.903,74.707,3.000
9.188,4.779,229.102,24.903,74.707,3.000
2.082,5.201,229.102,24.903,74.707,3.000
16.375,0.163,229.102,24.903,74.707,3.000
11.398,7.152,229.102,24.903,74.707,3.000
0.797,6.384,229.102,24.903,74.707,3.000
4.853,-0.119,229.102,24.903,74.707,3.000
3.095,7.966,229.102,24.903,74.707,3.000
7.013,1.074,229.102,24.903,74.707,3.000
8.270,5.061,229.102,24.903,74.707,3.000
12.640,5.708,229.102,24.903,74.707,3.000
1.332,2.006,229.102,24.903,74.707,3.000
7.740,6.362,229.102,24.903,74.707,3.000
5.857,9.248,229.102,24.903,74.707,3.000
6.399,7.323,229.102,24.903,74.707,3.000
6.619,-0.353,229.102,24.903,74.707,3.000
13.001,4.026,229.102,24.903,74.707,3.000
4.319,2.706,229.102,24.903,74.707,3.000
4.660,7.022,229.102,24.903,74.707,3.000
-0.108,1.039,229.102,24.903,74.707,3.000
15.708,1.190,229.102,24.903,74.707,3.000
-0.094,5.091,229.102,24.903,74.707,3.000
4.359,0.244,229.102,24.903,74.707,3.000
1.807,0.151,229.102,24.903,74.707,3.000
18.343,4.092,229.102,24.903,74.707,3.000
5.619,-0.250,229.102,24.903,74.707,3.000
6.230,2.336,229.102,24.903,74.707,3.000
11.280,-0.205,229.102,24.903,74.707,3.000
0.318,0.343,229.102,24.903,74.707,3.000
0.132,3.293,229.102,24.903,74.707,3.000
13.333,3.855,229.102,24.903,74.707,3.000
15.345,1.079,229.102,24.903,74.707,3.000
15.128,18.904,59.767,179.298,74.707,4.000
2.666,10.350,59.767,179.298,74.707,4.000
16.301,7.017,59.767,179.298,74.707,4.000
19.186,2.114,59.767,179.298,74.707,4.000
16.757,4.174,59.767,179.298,74.707,4.000
15.807,5.058,59.767,179.298,74.707,4.000
15.275,18.253,59.767,179.298,74.707,4.000
12.061,19.273,59.767,179.298,74.707,4.000
13.656,18.299,59.767,179.298,74.707,4.000
2.134,11.326,59.767,179.298,74.707,4.000
3.327,12.201,59.767,179.298,74.707,4.000
15.171,19.273,59.767,179.298,74.707,4.000
3.329,8.932,59.767,179.298,74.707,4.000
17.771,17.828,59.767,179.298,74.707,4.000
13.688,19.195,59.767,179.298,74.707,4.000
13.934,18.928,59.767,179.298,74.707,4.000
6.095,10.396,59.767,179.298,74.707,4.000
19.226,6.821,59.767,179.298,74.707,4.000
14.247,19.106,59.767,179.298,74.707,4.000
17.911,8.361,59.767,179.298,74.707,4.000
17.777,3.751,59.767,179.298,74.707,4.000
3.144,10.714,59.767,179.298,74.707,4.000
15.803,4.079,59.767,179.298,74.707,4.000
14.179,19.014,59.767,179.298,74.707,4.000
2.281,8.653,59.767,179.298,74.707,4.000
2.143,10.113,59.767,179.298,74.707,4.000
5.895,10.130,59.767,179.298,74.707,4.000
12.299,19.356,59.767,179.298,74.707,4.000
16.731,4.629,59.767,179.298,74.707,4.000
5.299,12.297,59.767,179.298,74.707,4.000
16.377,18.171,59.767,179.298,74.707,4.000
17.122,18.849,59.767,179.298,74.707,4.000
19.130,5.716,59.767,179.298,74.707,4.000
15.159,4.082,59.767,179.298,74.707,4.000
17.316,15.853,59.767,179.298,74.707,4.000
11.645,18.971,59.767,179.298,74.707,4.000
17.083,18.707,59.767,179.298,74.707,4.000
4.103,9.344,59.767,179.298,74.707,4.000
5.395,13.174,59.767,179.298,74.707,4.000
5.021,11.746,59.767,179.298,74.707,4.000
14.997,6.814,59.767,179.298,74.707,4.000
0.870,11.054,59.767,179.298,74.707,4.000
4.056,7.608,59.767,179.298,74.707,4.000
6.784,11.201,59.767,179.298,74.707,4.000
16.284,14.789,59.767,179.298,74.707,4.000
18.640,16.146,59.767,179.298,74.707,4.000
18.800,18.799,59.767,179.298,74.707,4.000
15.278,19.317,59.767,179.298,74.707,4.000
19.394,18.915,59.767,179.298,74.707,4.000
1.767,10.949,59.767,179.298,74.707,4.000
15.186,15.279,59.767,179.298,74.707,4.000
4.918,7.115,59.767,179.298,74.707,4.000
5.862,13.231,59.767,179.298,74.707,4.000
15.143,18.716,59.767,179.298,74.707,4.000
17.674,8.920,59.767,179.298,74.707,4.000
3.960,9.702,59.767,179.298,74.707,4.000
1.621,11.360,59.767,179.298,74.707,4.000
17.905,19.015,59.767,179.298,74.707,4.000
3.029,13.805,59.767,179.298,74.707,4.000
6.691,11.129,59.767,179.298,74.707,4.000
17.133,16.252,59.767,179.298,74.707,4.000
6.829,11.879,59.767,179.298,74.707,4.000
3.071,6.646,59.767,179.298,74.707,4.000
18.812,18.804,59.767,179.298,74.707,4.000
17.628,4.097,59.767,179.298,74.707,4.000
7.111,8.835,59.767,179.298,74.707,4.000
13.681,15.217,59.767,179.298,74.707,4.000
2.635,13.131,59.767,179.298,74.707,4.000
7.174,11.746,59.767,179.298,74.707,4.000
19.296,7.708,59.767,179.298,74.707,4.000
2.039,10.678,59.767,179.298,74.707,4.000
1.631,8.047,59.767,179.298,74.707,4.000
8.946,11.151,59.767,179.298,74.707,4.000
2.152,11.034,59.767,179.298,74.707,4.000
0.391,11.161,59.767,179.298,74.707,4.000
18.174,14.867,59.767,179.298,74.707,4.000
4.770,6.609,59.767,179.298,74.707,4.000
5.651,7.204,59.767,179.298,74.707,4.000
13.784,19.330,59.767,179.298,74.707,4.000
2.343,7.014,59.767,179.298,74.707,4.000
19.037,18.826,59.767,179.298,74.707,4.000
0.019,13.951,59.767,179.298,74.707,4.000
4.322,9.001,59.767,179.298,74.707,4.000
16.275,15.934,59.767,179.298,74.707,4.000
6.255,7.662,59.767,179.298,74.707,4.000
-0.061,10.222,59.767,179.298,74.707,4.000
6.757,7.617,59.767,179.298,74.707,4.000
2.666,5.824,59.767,179.298,74.707,4.000
3.100,12.167,59.767,179.298,74.707,4.000
4.668,6.087,59.767,179.298,74.707,4.000
17.913,5.157,59.767,179.298,74.707,4.000
5.828,11.892,59.767,179.298,74.707,4.000
-0.004,12.181,59.767,179.298,74.707,4.000
18.045,1.690,59.767,179.298,74.707,4.000
2.769,6.833,59.767,179.298,74.707,4.000
16.344,6.975,59.767,179.298,74.707,4.000
16.900,0.806,59.767,179.298,74.707,4.000
5.765,15.250,59.767,179.298,74.707,4.000
15.340,18.126,59.767,179.298,74.707,4.000
0.081,8.660,59.767,179.298,74.707,4.000
10.831,17.733,0.000,129.492,199.219,5.000
12.683,14.745,0.000,129.492,199.219,5.000
11.111,15.761,0.000,129.492,199.219,5.000
12.177,1.839,0.000,129.492,199.219,5.000
10.764,17.214,0.000,129.492,199.219,5.000
10.959,17.274,0.000,129.492,199.219,5.000
10.950,18.292,0.000,129.492,199.219,5.000
11.146,14.988,0.000,129.492,199.219,5.000
10.747,19.040,0.000,129.492,199.219,5.000
7.634,4.925,0.000,129.492,199.219,5.000
12.391,5.265,0.000,129.492,199.219,5.000
8.912,16.253,0.000,129.492,199.219,5.000
11.733,16.317,0.000,129.492,199.219,5.000
10.992,19.086,0.000,129.492,199.219,5.000
9.622,18.740,0.000,129.492,199.219,5.000
10.776,13.673,0.000,129.492,199.219,5.000
10.659,16.262,0.000,129.492,199.219,5.000
11.165,19.332,0.000,129.492,199.219,5.000
10.058,19.014,0.000,129.492,199.219,5.000
7.827,5.658,0.000,129.492,199.219,5.000
8.393,4.752,0.000,129.492,199.219,5.000
14.032,8.023,0.000,129.492,199.219,5.000
7.106,4.858,0.000,129.492,199.219,5.000
13.209,15.962,0.000,129.492,199.219,5.000
17.191,11.802,0.000,129.492,199.219,5.000
8.823,15.614,0.000,129.492,199.219,5.000
9.021,15.838,0.000,129.492,199.219,5.000
13.099,16.960,0.000,129.492,199.219,5.000
10.007,19.259,0.000,129.492,199.219,5.000
12.986,16.689,0.000,129.492,199.219,5.000
9.132,19.091,0.000,129.492,199.219,5.000
16.730,12.282,0.000,129.492,199.219,5.000
10.284,18.605,0.000,129.492,199.219,5.000
9.195,6.648,0.000,129.492,199.219,5.000
11.126,15.005,0.000,129.492,199.219,5.000
13.216,15.014,0.000,129.492,199.219,5.000
12.010,18.823,0.000,129.492,199.219,5.000
13.165,16.712,0.000,129.492,199.219,5.000
9.301,17.857,0.000,129.492,199.219,5.000
9.141,18.901,0.000,129.492,199.219,5.000
10.865,18.619,0.000,129.492,199.219,5.000
10.336,19.107,0.000,129.492,199.219,5.000
13.274,17.221,0.000,129.492,199.219,5.000
11.910,15.994,0.000,129.492,199.219,5.000
13.070,1.959,0.000,129.492,199.219,5.000
13.076,17.903,0.000,129.492,199.219,5.000
9.918,19.030,0.000,129.492,199.219,5.000
11.828,4.041,0.000,129.492,199.219,5.000
10.056,19.245,0.000,129.492,199.219,5.000
9.769,18.943,0.000,129.492,199.219,5.000
13.649,0.652,0.000,129.492,199.219,5.000
10.248,7.699,0.000,129.492,199.219,5.000
1.320,4.783,0.000,129.492,199.219,5.000
12.158,3.845,0.000,129.492,199.219,5.000
12.814,0.676,0.000,129.492,199.219,5.000
13.701,1.019,0.000,129.492,199.219,5.000
7.273,4.854,0.000,129.492,199.219,5.000
12.725,1.737,0.000,129.492,199.219,5.000
9.369,18.876,0.000,129.492,199.219,5.000
9.885,7.902,0.000,129.492,199.219,5.000
11.899,12.831,0.000,129.492,199.219,5.000
9.217,15.632,0.000,129.492,199.219,5.000
7.725,9.212,0.000,129.492,199.219,5.000
8.943,6.633,0.000,129.492,199.219,5.000
12.147,16.338,0.000,129.492,199.219,5.000
12.689,0.695,0.000,129.492,199.219,5.000
11.137,15.752,0.000,129.492,199.219,5.000
10.258,18.726,0.000,129.492,199.219,5.000
12.653,14.392,0.000,129.492,199.219,5.000
13.970,12.814,0.000,129.492,199.219,5.000
7.097,5.999,0.000,129.492,199.219,5.000
9.692,4.614,0.000,129.492,199.219,5.000
14.888,1.852,0.000,129.492,199.219,5.000
10.187,5.233,0.000,129.492,199.219,5.000
10.024,5.367,0.000,129.492,199.219,5.000
6.866,8.051,0.000,129.492,199.219,5.000
7.948,17.240,0.000,129.492,199.219,5.000
9.148,16.137,0.000,129.492,199.219,5.000
11.845,12.702,0.000,129.492,199.219,5.000
