xSOM,ySOM,R,G,B,label
45.696,7.307,204.000,209.000,209.000,22.000
65.908,30.165,204.000,209.000,209.000,22.000
46.615,28.901,235.000,237.000,239.000,23.000
4.154,45.288,235.000,237.000,239.000,23.000
56.299,55.805,235.000,237.000,239.000,23.000
3.604,59.626,235.000,237.000,239.000,23.000
-0.126,48.164,40.000,55.000,71.000,24.000
27.109,43.924,40.000,55.000,71.000,24.000
37.155,13.798,40.000,55.000,71.000,24.000
48.773,42.261,40.000,55.000,71.000,24.000
27.088,60.238,171.000,178.000,185.000,25.000
39.868,18.384,171.000,178.000,185.000,25.000
24.782,67.102,171.000,178.000,185.000,25.000
16.304,49.371,171.000,178.000,185.000,25.000
19.984,57.311,23.000,32.000,42.000,26.000
56.121,37.885,23.000,32.000,42.000,26.000
4.620,53.010,23.000,32.000,42.000,26.000
10.843,23.875,23.000,32.000,42.000,26.000
18.040,51.379,52.000,152.000,219.000,27.000
28.639,73.065,52.000,152.000,219.000,27.000
13.092,9.935,52.000,152.000,219.000,27.000
4.898,25.122,52.000,152.000,219.000,27.000
31.018,18.242,41.000,128.000,185.000,28.000
26.938,66.326,41.000,128.000,185.000,28.000
25.349,56.105,41.000,128.000,185.000,28.000
27.645,46.800,41.000,128.000,185.000,28.000
19.038,41.325,108.000,52.000,131.000,29.000
17.841,60.819,108.000,52.000,131.000,29.000
26.892,44.097,108.000,52.000,131.000,29.000
29.614,23.650,108.000,52.000,131.000,29.000
17.672,44.876,81.000,46.000,95.000,30.000
24.893,69.063,81.000,46.000,95.000,30.000
38.358,59.962,81.000,46.000,95.000,30.000
37.864,56.946,81.000,46.000,95.000,30.000
19.642,19.691,235.000,222.000,240.000,31.000
27.966,62.289,235.000,222.000,240.000,31.000
28.778,4.846,235.000,222.000,240.000,31.000
71.172,32.965,235.000,222.000,240.000,31.000
29.190,15.326,123.000,36.000,28.000,32.000
48.371,58.884,123.000,36.000,28.000,32.000
12.668,57.028,123.000,36.000,28.000,32.000
59.708,44.690,123.000,36.000,28.000,32.000
11.029,10.192,93.000,109.000,126.000,33.000
14.881,12.182,93.000,109.000,126.000,33.000
14.039,71.253,93.000,109.000,126.000,33.000
8.901,56.187,93.000,109.000,126.000,33.000
24.906,48.696,112.000,123.000,124.000,34.000
25.051,22.885,112.000,123.000,124.000,34.000
23.682,43.823,112.000,123.000,124.000,34.000
59.229,28.117,112.000,123.000,124.000,34.000
9.168,44.805,95.000,106.000,106.000,35.000
31.026,30.010,95.000,106.000,106.000,35.000
20.805,23.746,95.000,106.000,106.000,35.000
15.606,28.285,95.000,106.000,106.000,35.000
11.887,32.146,244.000,246.000,246.000,36.000
3.360,36.826,244.000,246.000,246.000,36.000
56.288,18.978,244.000,246.000,246.000,36.000
34.132,28.088,244.000,246.000,246.000,36.000
36.310,36.212,229.000,231.000,233.000,37.000
64.021,8.777,229.000,231.000,233.000,37.000
8.767,52.338,229.000,231.000,233.000,37.000
41.782,70.123,229.000,231.000,233.000,37.000
51.636,65.125,240.000,243.000,244.000,38.000
69.130,35.243,240.000,243.000,244.000,38.000
61.849,22.070,240.000,243.000,244.000,38.000
11.035,51.386,240.000,243.000,244.000,38.000
57.063,50.355,160.000,64.000,0.000,39.000
50.275,64.746,160.000,64.000,0.000,39.000
32.155,23.664,160.000,64.000,0.000,39.000
35.203,7.826,160.000,64.000,0.000,39.000
37.026,61.192,120.000,66.000,18.000,40.000
59.333,4.334,120.000,66.000,18.000,40.000
18.377,58.765,120.000,66.000,18.000,40.000
3.978,58.335,120.000,66.000,18.000,40.000
1.728,8.905,245.000,176.000,65.000,41.000
35.187,55.058,245.000,176.000,65.000,41.000
-0.141,25.882,245.000,176.000,65.000,41.000
68.684,25.951,245.000,176.000,65.000,41.000
63.222,56.678,244.000,208.000,63.000,42.000
0.274,51.260,244.000,208.000,63.000,42.000
2.906,71.795,244.000,208.000,63.000,42.000
17.390,42.676,244.000,208.000,63.000,42.000
15.192,60.838,171.000,235.000,198.000,43.000
69.711,65.663,171.000,235.000,198.000,43.000
13.889,6.843,171.000,235.000,198.000,43.000
32.904,56.309,171.000,235.000,198.000,43.000
20.026,40.662,82.000,190.000,128.000,44.000
23.108,12.202,82.000,190.000,128.000,44.000
9.757,35.379,82.000,190.000,128.000,44.000
13.348,33.803,82.000,190.000,128.000,44.000
41.651,66.188,162.000,217.000,206.000,45.000
7.778,59.704,162.000,217.000,206.000,45.000
8.687,5.761,162.000,217.000,206.000,45.000
17.212,14.395,162.000,217.000,206.000,45.000
26.301,5.104,17.000,120.000,100.000,10.000
69.832,32.996,17.000,120.000,100.000,10.000
8.641,41.865,17.000,120.000,100.000,10.000
70.091,54.016,17.000,120.000,100.000,10.000
36.099,7.223,22.000,160.000,133.000,11.000
-0.210,26.399,22.000,160.000,133.000,11.000
37.884,14.241,22.000,160.000,133.000,11.000
36.097,6.928,22.000,160.000,133.000,11.000
45.604,52.613,212.000,239.000,223.000,12.000
14.102,0.258,212.000,239.000,223.000,12.000
20.343,57.306,212.000,239.000,223.000,12.000
28.629,24.249,212.000,239.000,223.000,12.000
54.185,54.346,30.000,132.000,73.000,13.000
11.048,48.898,30.000,132.000,73.000,13.000
13.793,20.603,30.000,132.000,73.000,13.000
17.811,9.634,30.000,132.000,73.000,13.000
30.811,26.266,24.000,106.000,59.000,14.000
20.864,32.968,24.000,106.000,59.000,14.000
22.304,28.168,24.000,106.000,59.000,14.000
55.640,18.984,24.000,106.000,59.000,14.000
32.380,50.610,125.000,102.000,8.000,15.000
71.678,44.874,125.000,102.000,8.000,15.000
54.684,23.808,125.000,102.000,8.000,15.000
40.204,9.099,125.000,102.000,8.000,15.000
2.351,28.202,253.000,242.000,233.000,16.000
32.951,52.149,253.000,242.000,233.000,16.000
38.004,65.970,253.000,242.000,233.000,16.000
14.805,22.226,253.000,242.000,233.000,16.000
52.774,6.343,230.000,126.000,34.000,17.000
4.994,31.687,230.000,126.000,34.000,17.000
66.195,63.623,230.000,126.000,34.000,17.000
15.361,52.972,230.000,126.000,34.000,17.000
67.982,3.188,229.000,152.000,102.000,18.000
39.804,17.953,229.000,152.000,102.000,18.000
47.133,60.375,229.000,152.000,102.000,18.000
5.633,50.073,229.000,152.000,102.000,18.000
29.945,47.200,253.000,254.000,254.000,19.000
14.915,27.813,253.000,254.000,254.000,19.000
36.703,64.836,253.000,254.000,254.000,19.000
24.654,2.387,253.000,254.000,254.000,19.000
31.691,7.222,151.000,154.000,154.000,20.000
50.734,51.789,151.000,154.000,154.000,20.000
43.869,44.815,151.000,154.000,154.000,20.000
60.276,27.335,151.000,154.000,154.000,20.000
56.917,30.296,166.000,172.000,175.000,21.000
68.316,60.003,166.000,172.000,175.000,21.000
11.632,44.024,166.000,172.000,175.000,21.000
3.051,67.116,166.000,172.000,175.000,21.000
12.967,16.392,170.000,183.000,184.000,22.000
54.005,27.861,170.000,183.000,184.000,22.000
68.798,72.361,170.000,183.000,184.000,22.000
9.675,29.356,170.000,183.000,184.000,22.000
37.825,57.963,204.000,209.000,209.000,23.000
36.821,70.124,204.000,209.000,209.000,23.000
17.242,57.962,204.000,209.000,209.000,23.000
64.319,21.232,204.000,209.000,209.000,23.000
44.370,52.828,235.000,237.000,239.000,24.000
12.962,5.922,235.000,237.000,239.000,24.000
56.974,25.180,235.000,237.000,239.000,24.000
69.891,42.201,235.000,237.000,239.000,24.000
9.278,23.131,40.000,55.000,71.000,25.000
62.985,55.159,40.000,55.000,71.000,25.000
21.856,69.699,40.000,55.000,71.000,25.000
1.388,15.189,40.000,55.000,71.000,25.000
72.876,30.730,171.000,178.000,185.000,26.000
28.821,19.184,171.000,178.000,185.000,26.000
39.340,40.144,171.000,178.000,185.000,26.000
68.230,30.315,171.000,178.000,185.000,26.000
17.992,38.261,23.000,32.000,42.000,27.000
12.864,59.146,23.000,32.000,42.000,27.000
62.288,33.871,23.000,32.000,42.000,27.000
51.629,36.725,23.000,32.000,42.000,27.000
25.176,72.202,52.000,152.000,219.000,28.000
5.054,42.128,52.000,152.000,219.000,28.000
70.120,7.367,52.000,152.000,219.000,28.000
42.923,54.901,52.000,152.000,219.000,28.000
71.065,44.977,41.000,128.000,185.000,29.000
9.973,65.645,41.000,128.000,185.000,29.000
11.835,50.833,41.000,128.000,185.000,29.000
29.156,22.649,41.000,128.000,185.000,29.000
22.771,72.100,108.000,52.000,131.000,30.000
68.848,13.002,108.000,52.000,131.000,30.000
27.997,63.887,108.000,52.000,131.000,30.000
25.388,23.794,108.000,52.000,131.000,30.000
7.360,65.275,81.000,46.000,95.000,31.000
26.908,30.333,81.000,46.000,95.000,31.000
35.660,-0.355,81.000,46.000,95.000,31.000
7.966,42.343,81.000,46.000,95.000,31.000
0.225,1.934,235.000,222.000,240.000,32.000
59.139,73.036,235.000,222.000,240.000,32.000
47.302,17.839,235.000,222.000,240.000,32.000
69.829,40.638,235.000,222.000,240.000,32.000
40.384,49.247,123.000,36.000,28.000,33.000
-0.345,42.033,123.000,36.000,28.000,33.000
7.322,70.045,123.000,36.000,28.000,33.000
9.761,10.639,123.000,36.000,28.000,33.000
68.827,42.727,93.000,109.000,126.000,34.000
59.764,42.849,93.000,109.000,126.000,34.000
64.055,57.807,93.000,109.000,126.000,34.000
66.946,29.250,93.000,109.000,126.000,34.000
16.846,15.920,112.000,123.000,124.000,35.000
3.855,12.750,112.000,123.000,124.000,35.000
23.874,-0.149,112.000,123.000,124.000,35.000
37.935,42.122,112.000,123.000,124.000,35.000
68.006,25.832,95.000,106.000,106.000,36.000
28.071,69.331,95.000,106.000,106.000,36.000
27.115,63.250,95.000,106.000,106.000,36.000
37.025,46.267,95.000,106.000,106.000,36.000
63.730,40.357,244.000,246.000,246.000,37.000
35.093,73.275,244.000,246.000,246.000,37.000
48.023,38.182,244.000,246.000,246.000,37.000
5.687,2.229,244.000,246.000,246.000,37.000
18.917,29.729,229.000,231.000,233.000,38.000
59.946,57.054,229.000,231.000,233.000,38.000
18.683,41.702,229.000,231.000,233.000,38.000
12.966,38.307,229.000,231.000,233.000,38.000
4.794,63.032,240.000,243.000,244.000,39.000
11.112,22.250,240.000,243.000,244.000,39.000
1.946,60.788,240.000,243.000,244.000,39.000
65.202,30.752,240.000,243.000,244.000,39.000
66.994,69.328,160.000,64.000,0.000,40.000
6.117,63.627,160.000,64.000,0.000,40.000
49.947,58.750,160.000,64.000,0.000,40.000
47.649,66.387,160.000,64.000,0.000,40.000
39.140,71.162,120.000,66.000,18.000,41.000
2.187,30.863,120.000,66.000,18.000,41.000
0.131,59.200,120.000,66.000,18.000,41.000
17.985,7.075,120.000,66.000,18.000,41.000
25.685,39.218,245.000,176.000,65.000,42.000
43.726,11.874,245.000,176.000,65.000,42.000
37.191,36.334,245.000,176.000,65.000,42.000
33.116,65.319,245.000,176.000,65.000,42.000
30.848,55.979,244.000,208.000,63.000,43.000
32.311,59.962,244.000,208.000,63.000,43.000
30.958,46.204,244.000,208.000,63.000,43.000
72.922,59.384,244.000,208.000,63.000,43.000
24.082,71.953,171.000,235.000,198.000,44.000
53.380,1.658,171.000,235.000,198.000,44.000
38.319,70.733,171.000,235.000,198.000,44.000
29.900,8.222,171.000,235.000,198.000,44.000
58.376,40.282,82.000,190.000,128.000,45.000
60.012,20.270,82.000,190.000,128.000,45.000
31.036,53.183,82.000,190.000,128.000,45.000
19.970,49.029,82.000,190.000,128.000,45.000
23.336,70.282,162.000,217.000,206.000,46.000
10.212,1.841,162.000,217.000,206.000,46.000
57.343,10.214,162.000,217.000,206.000,46.000
9.282,29.703,162.000,217.000,206.000,46.000
