xRGB,yRGB,R,G,B
7,12,158,106,42
14,19,151,254,247
0,6,76,50,41
4,2,63,16,73
7,13,185,160,177
5,4,211,30,92
1,19,202,213,93
19,11,107,219,106
16,2,34,130,242
11,10,30,122,60
1,10,237,159,115
19,11,21,207,8
8,3,4,10,91
15,19,99,224,83
17,2,12,70,104
7,0,25,7,188
1,9,133,44,46
3,18,203,116,21
12,19,250,221,186
10,9,76,16,38
16,16,131,98,99
5,10,109,6,16
1,18,146,96,15
3,0,186,10,176
11,19,128,219,114
19,13,213,115,141
0,7,209,8,114
0,10,229,33,108
15,17,207,153,204
13,5,60,5,33
5,19,20,208,169
14,17,166,206,149
19,16,227,240,170
3,10,114,94,232
19,6,93,33,50
0,1,208,18,78
13,14,231,204,145
19,10,194,181,96
4,12,222,95,234
19,0,15,120,28
9,2,167,64,4
15,9,182,147,61
0,5,153,35,176
0,5,139,24,193
17,19,242,175,121
0,5,4,17,239
0,19,57,174,238
7,12,216,105,106
9,6,228,60,178
4,2,196,32,234
17,0,197,69,4
1,19,37,185,70
17,10,210,162,210
3,10,76,107,221
3,10,18,69,214
9,3,97,67,198
10,17,187,202,10
17,0,168,17,81
6,0,114,53,182
10,12,179,159,21
19,9,195,124,142
2,8,153,132,95
7,0,64,31,180
19,0,193,92,79
1,18,84,120,75
19,10,128,172,189
19,10,26,238,202
10,6,17,67,106
16,2,44,102,132
11,16,185,129,29
18,9,12,110,138
16,19,220,235,27
19,1,72,168,219
14,9,3,180,112
16,18,128,250,70
11,0,101,175,173
0,7,233,102,214
9,11,6,112,140
19,1,77,183,186
0,18,62,82,55
0,14,180,24,54
13,8,1,175,181
19,19,209,192,17
2,5,159,67,150
10,17,96,150,63
17,10,115,178,99
14,19,70,213,6
9,2,70,71,122
19,0,124,222,176
1,7,129,49,165
1,17,151,87,33
5,17,212,141,0
12,10,5,60,8
5,17,203,208,4
14,0,50,238,128
5,2,125,174,139
0,7,228,63,250
10,9,56,79,148
14,17,126,34,47
19,12,45,98,6
12,0,76,143,177
17,6,40,128,135
3,15,137,65,126
10,9,1,28,121
0,19,131,134,117
4,0,128,165,202
8,0,103,182,191
14,17,29,7,50
0,19,157,247,43
0,9,219,114,143
5,19,157,240,92
9,10,135,28,154
19,10,13,13,91
11,19,45,237,96
9,10,162,2,130
0,19,129,236,45
15,18,24,210,102
3,13,146,181,58
9,19,119,197,91
8,1,96,78,169
0,6,242,201,208
12,9,163,58,175
18,14,121,101,147
11,8,212,25,145
19,1,79,88,83
10,19,110,253,107
0,19,131,220,67
2,9,237,108,111
19,19,0,176,194
17,13,24,96,217
8,16,135,175,126
7,0,178,42,237
19,19,52,152,236
0,19,17,208,40
10,19,49,209,146
15,12,85,207,191
18,4,42,105,215
0,6,223,163,189
10,7,101,108,140
0,13,251,254,79
3,5,229,179,92
19,17,127,152,244
8,13,196,213,98
9,0,232,32,47
18,1,158,83,184
18,2,179,102,205
18,2,221,118,230
9,0,105,28,51
16,12,177,182,147
0,19,146,234,40
10,19,133,201,121
2,0,163,10,69
0,10,200,170,28
10,19,2,155,148
9,9,219,154,93
18,1,224,33,128
0,19,139,248,25
17,14,55,197,133
5,2,215,92,89
18,5,51,3,106
10,9,82,73,62
0,9,218,195,194
8,3,130,53,8
2,0,194,26,27
0,8,209,36,142
5,0,228,41,5
19,17,98,219,125
11,19,56,226,162
1,18,153,209,107
4,13,216,200,139
0,4,239,4,154
19,11,79,161,157
0,13,218,99,119
8,8,160,56,187
7,19,253,245,64
1,3,223,26,209
18,2,42,30,210
9,0,214,2,167
19,11,43,127,155
17,3,89,84,210
15,15,15,143,15
0,13,186,113,60
6,19,188,170,84
16,19,46,229,36
7,19,125,226,117
19,0,23,56,240
19,9,30,193,213
9,8,200,22,174
0,19,192,208,156
15,14,57,31,65
18,19,81,68,5
15,0,28,40,219
4,11,218,105,209
19,5,90,178,239
0,19,239,233,172
12,15,165,90,109
4,15,187,133,135
0,9,207,122,139
0,19,150,229,25
19,5,94,204,239
6,0,128,21,172
5,9,243,155,234
6,19,223,179,0
19,19,6,103,113
11,15,58,244,92
0,0,231,16,35
0,19,245,237,19
4,11,172,205,70
8,2,191,30,160
10,18,75,230,92
19,15,68,168,61
19,5,164,219,222
12,9,229,188,180
10,18,47,211,158
0,7,216,76,2
4,0,197,5,40
5,9,201,87,39
17,18,43,199,130
2,17,166,171,73
12,3,228,93,131
5,19,167,213,85
4,8,242,133,17
12,12,52,39,18
8,0,228,107,77
4,8,174,99,40
4,17,234,223,98
12,13,116,170,8
19,18,54,182,33
19,0,175,251,229
17,4,164,214,232
18,10,73,231,227
18,19,15,204,2
9,8,161,165,133
17,10,114,152,198
0,0,215,54,2
14,18,16,185,85
7,5,251,5,171
5,18,164,249,3
10,13,161,230,89
16,19,98,189,8
18,9,128,139,249
10,12,127,211,183
16,10,80,210,212
19,19,21,111,53
19,19,7,64,59
14,12,2,150,153
19,19,68,1,184
11,19,35,40,117
6,9,71,223,169
18,1,167,102,249
14,9,51,189,233
10,17,5,61,108
15,0,146,116,217
2,19,97,160,48
9,14,50,126,84
7,1,235,204,200
18,14,26,122,150
9,12,26,64,63
19,19,27,78,189
17,9,14,103,129
0,2,251,40,184
7,19,22,95,64
8,9,98,61,2
14,1,82,254,206
2,3,235,5,11
0,13,186,187,42
9,0,218,87,114
11,0,250,111,128
8,18,17,88,39
16,19,47,2,118
11,9,46,172,116
0,0,238,10,52
19,13,58,68,247
17,0,248,129,154
12,19,38,26,143
11,9,31,254,245
19,5,173,113,244
2,9,158,126,65
16,13,97,136,218
0,17,98,184,42
2,0,224,19,46
7,7,220,105,73
9,18,61,111,151
2,0,242,66,3
12,0,209,4,165
4,3,144,24,75
15,10,166,113,184
9,19,34,32,162
18,14,141,192,169
12,0,144,19,160
1,15,66,207,128
19,19,79,175,237
0,11,132,209,82
4,19,11,212,87
0,6,183,208,40
11,9,254,166,161
17,15,211,165,242
14,7,234,139,202
6,18,9,231,124
15,19,170,155,227
11,16,138,209,253
3,0,163,118,20
19,0,236,43,167
5,10,153,227,185
4,1,91,139,21
0,14,127,243,133
6,7,109,199,37
19,0,246,20,83
19,19,34,80,235
10,15,155,217,194
16,8,222,23,186
13,14,202,78,193
19,19,47,11,142
2,19,73,202,165
0,19,49,245,169
10,16,129,123,168
11,0,140,68,64
6,8,220,197,173
0,2,229,241,47
6,18,110,138,252
10,0,142,67,8
7,6,87,152,47
15,9,85,99,88
2,13,161,149,149
1,0,117,229,41
12,17,6,122,192
6,11,82,168,145
19,1,211,105,144
9,2,25,211,55
16,9,148,25,101
10,3,47,57,15
19,11,140,32,93
0,18,196,192,152
1,3,74,174,24
0,11,192,191,44
19,3,153,63,83
1,0,16,199,63
4,19,236,211,193
10,15,222,126,250
18,18,164,68,204
1,11,190,212,126
10,4,15,0,39
0,3,126,201,1
5,19,250,221,250
18,0,159,54,3
11,12,13,60,241
17,19,242,115,175
2,11,158,234,137
0,3,173,230,35
8,4,133,190,68
5,19,230,221,225
11,13,187,149,200
16,7,90,195,199
19,0,3,13,95
0,8,211,234,43
19,0,25,18,13
19,8,41,19,67
11,4,15,179,171
4,19,203,245,246
4,9,130,169,119
6,13,146,171,137
6,0,48,166,128
18,0,23,141,77
0,7,247,223,44
4,10,231,199,62
17,19,238,146,204
4,10,224,72,7
3,1,205,213,113
14,8,6,181,199
4,10,221,27,60
19,16,229,49,186
14,9,79,99,206
1,2,183,163,42
6,5,167,118,44
19,15,120,29,239
19,0,25,49,77
10,19,225,197,226
1,2,159,135,10
12,4,86,32,77
2,16,236,138,142
18,16,181,125,254
19,7,61,19,168
11,19,209,252,241
0,2,80,180,28
6,9,199,91,24
11,7,184,50,44
19,13,57,42,233
19,3,46,33,164
1,2,146,131,9
9,17,165,169,133
3,11,223,190,39
10,6,237,114,51
12,19,106,224,157
8,15,36,222,37
18,14,15,192,213
14,7,88,173,147
8,0,166,4,74
17,2,213,158,227
12,9,143,175,163
8,1,126,28,120
15,0,159,7,210
12,8,67,43,194
17,15,151,172,221
6,14,56,133,139
1,7,216,165,47
5,0,128,79,1
2,8,191,113,30
19,13,220,252,134
11,7,59,37,172
15,17,241,165,164
18,10,188,155,198
2,6,224,22,74
6,14,170,129,82
1,19,67,216,135
6,14,108,214,81
9,6,99,120,102
3,0,183,112,57
15,0,43,23,106
18,8,6,175,244
13,14,43,228,148
14,0,5,38,122
17,8,85,119,200
15,4,93,60,217
16,6,164,81,235
1,10,208,235,23
8,9,207,253,139
10,0,153,46,173
14,15,135,229,162
3,14,202,246,103
17,7,170,150,202
1,4,172,219,34
8,0,206,42,15
11,13,160,181,144
4,7,200,126,58
19,10,173,191,242
19,8,238,185,241
13,2,213,12,201
5,16,198,193,141
14,17,109,125,161
14,17,90,86,90
14,17,106,116,6
13,10,0,68,59
0,19,130,203,130
4,11,200,217,173
7,19,103,188,115
0,3,249,182,38
5,17,64,207,196
3,9,130,194,145
19,3,219,142,212
17,11,140,127,126
11,18,25,173,181
11,6,80,104,138
5,0,162,69,47
18,0,212,105,180
9,0,141,29,84
11,7,84,2,121
0,7,98,184,74
11,10,49,2,175
2,15,103,167,123
11,17,47,57,220
19,3,251,94,118
0,0,125,154,53
0,19,186,208,188
0,9,77,181,104
2,18,148,235,178
11,1,207,5,61
15,10,141,63,211
0,1,124,220,75
12,1,243,8,44
6,7,168,64,102
0,0,148,248,55
0,9,121,114,59
19,6,182,104,218
0,13,49,123,84
12,2,196,108,125
9,9,177,100,122
8,18,169,196,253
0,7,74,75,76
1,0,52,200,109
12,1,239,240,51
10,10,222,171,180
19,19,17,155,163
0,11,67,91,15
1,0,15,229,146
19,11,64,19,181
8,9,183,70,57
10,1,244,143,75
0,5,5,225,93
0,15,33,26,58
0,8,1,76,84
13,10,155,15,58
19,2,248,222,126
0,8,10,62,133
10,17,174,41,92
19,4,142,206,245
8,3,101,164,11
19,16,102,13,209
11,14,178,36,160
0,0,21,137,194
15,7,217,163,117
8,11,216,104,95
18,19,113,37,187
8,3,190,139,61
0,0,9,179,197
3,17,234,4,38
1,8,88,130,161
1,8,138,138,234
7,2,77,139,160
13,0,54,175,50
19,19,15,10,87
0,0,17,94,251
12,14,118,51,208
18,8,216,147,26
15,0,89,128,23
8,5,12,238,24
16,1,95,52,16
13,12,214,145,103
0,19,192,18,10
4,13,129,31,74
0,2,47,53,241
0,9,133,126,246
0,0,65,23,230
12,0,81,78,47
8,8,118,106,159
16,5,35,246,24
19,18,55,13,157
8,19,170,2,128
8,7,40,248,166
7,3,52,221,150
13,12,93,240,114
0,19,158,29,44
0,10,156,122,185
17,19,4,108,91
0,19,137,4,41
16,4,7,254,34
9,16,214,203,34
0,0,78,127,153
1,13,168,39,79
6,7,220,104,183
9,16,231,209,0
14,5,106,185,129
6,3,138,138,157
0,4,150,175,254
1,13,231,107,172
19,19,15,14,20
8,1,29,47,229
17,11,22,137,34
15,17,30,111,22
0,19,252,65,121
7,1,33,22,252
16,2,34,121,220
5,9,127,67,218
14,8,80,178,162
19,0,21,129,168
8,19,231,239,26
16,17,153,91,23
6,13,233,208,122
0,16,241,75,102
12,6,95,211,234
5,1,58,37,165
0,19,226,53,46
19,11,46,243,20
8,13,186,201,181
2,7,72,118,89
11,8,175,221,200
16,19,133,23,69
4,4,112,179,160
14,0,100,210,215
3,19,254,248,21
9,13,251,198,180
0,0,35,86,150
11,5,166,158,240
1,16,248,252,51
0,9,168,229,66
19,12,79,101,65
14,19,208,106,55
4,2,161,155,104
15,5,65,95,193
16,7,11,64,172
10,13,181,107,118
7,5,66,172,115
15,9,160,17,177
11,0,32,246,216
19,3,53,58,199
17,0,15,87,128
13,7,8,72,214
4,5,40,170,90
5,13,80,174,141
11,19,247,181,177
18,14,245,25,240
9,9,77,156,130
10,15,155,121,94
10,10,95,79,57
10,6,42,89,23
1,13,100,230,196
2,4,1,241,35
9,18,100,134,83
18,9,110,23,124
19,16,142,20,178
5,11,60,175,103
0,18,65,216,177
3,19,174,215,183
0,14,125,180,254
4,19,247,121,239
13,9,231,47,3
9,0,5,154,59
11,18,196,224,153
19,19,240,69,153
11,19,240,133,148
1,6,33,151,196
19,10,216,38,63
1,16,192,67,236
7,0,37,211,0
10,8,112,132,40
10,17,180,183,158
0,0,67,240,65
1,7,24,174,152
19,19,250,86,172
1,15,58,102,239
18,9,171,95,94
9,17,166,187,193
1,6,27,173,169
14,1,65,128,4
2,19,173,122,249
8,9,60,195,168
7,0,79,230,23
19,8,191,19,50
11,9,83,36,157
17,16,186,141,155
19,14,216,143,124
19,14,229,224,16
19,14,234,212,13
3,10,5,78,185
11,19,228,200,159
13,3,150,71,139
10,10,100,51,149
1,19,229,28,240
9,15,127,77,166
0,5,10,228,243
0,11,42,197,253
8,6,12,122,136
0,3,52,230,234
8,0,1,49,12
4,8,52,243,162
2,19,228,33,187
9,14,103,181,172
2,12,166,200,240
19,5,205,31,145
8,1,46,159,44
0,14,246,209,244
11,4,110,179,16
19,11,180,55,58
7,11,151,221,128
19,19,215,180,37
19,17,212,179,22
18,9,200,122,56
18,0,100,55,61
8,3,137,210,45
9,19,47,113,195
0,5,63,214,189
1,19,235,15,252
19,0,86,31,120
2,17,234,18,197
3,13,253,59,170
18,8,123,37,59
7,1,32,218,49
16,0,87,65,158
16,0,32,9,240
19,17,185,161,33
17,19,189,252,88
10,18,142,161,133
19,8,64,20,100
8,1,4,153,177
13,11,104,48,101
7,10,190,28,53
18,19,176,202,86
0,5,84,224,169
7,0,24,173,174
19,0,45,48,154
5,18,238,237,230
0,11,108,143,213
13,5,88,83,163
14,13,173,132,96
19,19,196,201,38
19,9,68,99,28
19,6,5,98,15
7,11,185,95,159
13,8,132,74,115
14,0,34,12,104
16,19,181,202,50
6,12,240,31,176
19,11,96,86,50
0,11,188,30,207
19,14,64,138,0
1,3,55,149,213
2,19,250,216,224
12,8,120,70,111
11,18,190,143,100
19,12,44,123,39
11,10,131,110,115
6,1,12,203,249
1,11,146,110,221
17,2,106,15,69
9,2,9,40,204
17,4,212,11,23
1,0,47,235,222
7,11,171,62,180
7,11,212,31,190
7,11,223,35,226
15,12,85,90,165
0,7,71,164,197
19,19,80,239,32
4,0,46,249,187
19,11,78,101,20
0,8,20,104,237
0,8,33,29,244
4,19,235,142,184
11,4,142,31,76
19,3,186,127,16
15,19,131,224,35
0,0,16,150,213
0,8,38,9,197
7,0,26,186,101
10,11,110,73,114
17,11,98,16,42
0,16,169,185,179
0,5,76,35,198
0,9,66,60,232
7,1,64,199,157
0,19,226,249,148
8,15,215,70,124
0,5,33,8,193
14,19,233,194,69
10,12,222,15,135
19,12,27,57,32
4,12,209,51,188
0,19,202,202,124
7,16,250,136,141
0,12,142,145,216
7,8,242,11,210
15,18,107,69,89
0,19,161,212,177
14,3,99,219,107
7,0,22,238,248
10,12,173,46,148
0,12,133,185,181
18,4,104,179,94
7,8,228,12,231
10,5,181,15,219
19,0,154,210,41
15,3,230,120,17
4,19,180,232,184
0,12,101,223,136
1,7,126,177,159
18,10,166,102,13
9,13,227,117,239
9,0,206,125,102
19,10,121,206,34
19,18,35,50,52
12,13,162,159,107
2,7,163,193,147
18,19,59,32,187
18,19,25,2,231
17,2,228,82,17
4,15,215,98,221
6,0,172,56,128
19,10,82,182,9
12,16,6,67,201
4,19,244,127,228
10,7,225,145,124
16,1,126,6,11
6,15,208,103,239
18,7,55,44,9
19,19,42,32,199
17,11,12,21,42
9,8,241,91,158
12,19,79,37,211
16,11,113,55,76
8,16,125,18,245
0,8,95,232,209
0,3,97,221,124
9,0,122,128,14
2,12,9,185,223
9,8,252,7,133
17,8,114,9,68
0,19,99,139,254
2,2,69,193,21
3,13,193,240,189
19,18,52,91,150
8,1,214,217,10
10,15,205,131,196
11,7,207,121,13
10,4,231,130,0
1,5,12,127,28
1,5,14,97,44
15,0,196,249,22
4,10,37,80,58
18,3,182,215,111
19,7,170,163,109
1,17,20,202,198
8,19,157,219,215
8,0,199,202,31
4,15,119,192,217
19,15,0,67,113
19,7,204,109,127
1,2,110,171,23
11,8,163,41,20
18,14,110,0,177
3,9,98,206,105
14,1,176,93,43
9,0,246,119,13
19,8,192,5,192
0,10,48,152,121
13,3,246,29,115
11,11,70,40,77
11,19,239,193,243
19,8,202,35,141
3,19,151,231,239
10,11,27,47,9
5,4,142,125,83
0,0,128,148,39
19,19,66,76,163
12,3,177,86,135
13,3,209,122,192
19,16,78,37,235
12,19,74,123,208
10,12,32,75,143
0,10,5,166,75
6,18,79,115,162
0,19,97,197,217
19,8,248,34,82
4,0,240,157,43
1,7,148,219,68
18,0,206,126,158
12,11,123,78,34
19,15,157,11,217
12,19,19,64,163
0,17,108,200,194
4,10,86,253,74
19,13,164,31,203
11,4,178,75,107
5,0,225,121,73
7,17,62,195,141
18,0,253,228,206
2,7,151,195,9
0,13,156,240,78
7,16,98,207,100
15,19,98,56,135
12,12,104,149,187
19,6,241,171,227
1,5,78,189,10
16,19,12,28,80
19,13,64,47,189
19,11,80,62,210
5,11,95,192,82
1,5,50,169,56
5,19,39,187,144
0,13,121,244,122
3,6,113,238,41
17,18,73,13,183
11,6,143,138,167
9,13,104,159,199
19,6,139,38,236
1,13,79,249,96
13,19,74,115,125
7,0,162,180,81
1,5,161,235,7
16,0,219,78,163
18,11,147,29,199
11,7,142,137,186
6,12,115,185,158
6,0,142,225,56
12,5,163,149,174
13,19,112,118,86
5,19,37,219,162
0,5,189,158,11
13,0,157,147,143
18,11,165,25,155
8,6,204,203,152
12,17,36,129,162
16,4,187,89,158
19,9,237,59,218
19,1,196,38,127
5,16,44,165,184
19,1,243,39,79
0,19,2,234,120
12,12,161,129,198
19,16,146,38,233
8,5,200,209,190
8,19,49,154,187
2,11,79,155,155
0,18,69,218,105
19,9,235,65,253
0,6,93,63,92
16,19,63,45,229
0,3,114,42,79
15,2,252,225,29
7,19,3,244,203
10,12,55,192,197
6,1,118,90,153
13,4,185,137,55
0,12,16,95,41
1,3,167,38,148
12,3,206,75,47
17,10,175,145,172
19,7,228,170,155
14,17,105,160,171
18,11,170,192,230
19,3,206,210,145
9,10,150,138,92
17,10,194,228,209
14,17,120,224,228
6,18,46,158,180
2,11,93,181,11
4,0,36,19,130
4,19,3,173,221
4,3,50,34,221
12,0,225,68,27
3,8,4,83,157
7,0,117,42,25
5,5,54,21,52
19,3,206,189,90
1,12,22,97,154
14,8,196,195,137
19,11,223,152,198
19,10,245,77,188
7,5,77,151,32
13,0,236,56,46
12,14,200,154,142
6,19,25,246,142
11,10,163,175,132
8,3,184,82,46
5,15,41,214,57
11,10,157,183,142
14,17,224,223,126
17,6,195,153,138
0,9,27,35,210
19,19,143,231,183
6,6,152,28,217
0,9,101,10,196
5,14,86,88,204
19,12,148,180,168
11,1,241,49,154
0,19,60,208,132
1,1,139,53,136
16,19,93,241,210
19,5,199,149,173
7,14,84,116,205
12,0,222,25,24
0,19,128,234,91
0,1,28,71,58
6,6,166,51,142
0,17,83,192,40
13,18,41,191,254
0,17,81,179,24
18,12,210,206,216
0,17,87,195,4
0,1,0,118,87
16,5,243,187,84
10,0,207,57,95
19,12,229,198,228
15,19,56,251,190
10,15,17,219,218
16,5,221,237,62
1,0,37,69,7
8,2,151,60,67
3,8,185,3,167
3,19,78,177,29
8,3,203,3,86
10,11,87,161,198
19,12,228,184,203
19,14,225,224,205
1,1,164,7,88
12,18,77,198,214
0,17,70,164,9
16,0,242,151,57
13,10,196,202,210
2,10,162,81,38
7,4,185,12,149
12,6,248,55,204
0,2,18,23,201
9,12,217,92,166
5,18,146,136,118
12,5,244,17,246
0,19,38,216,18
19,15,223,210,142
0,16,30,172,28
18,0,248,133,91
19,9,230,245,213
3,9,157,41,66
19,1,197,138,0
13,19,82,227,251
1,2,6,12,77
10,7,174,7,199
6,16,87,216,62
8,3,148,8,202
15,7,184,62,176
19,14,235,234,170
1,7,47,16,60
12,19,98,182,172
0,19,6,159,0
0,4,24,34,35
14,0,190,22,131
7,12,149,180,76
7,12,221,192,34
6,4,104,12,10
13,19,6,157,226
19,8,219,196,144
19,14,224,225,180
5,18,167,248,59
6,0,83,16,77
14,2,169,59,239
0,15,49,166,32
17,7,246,85,247
7,4,92,54,149
3,9,0,71,111
1,19,61,204,13
11,11,252,110,100
3,12,9,169,62
9,19,179,244,73
3,15,76,203,64
18,14,219,147,240
11,11,236,149,53
9,3,80,135,164
2,1,115,81,135
15,7,154,133,134
9,12,234,92,2
10,1,59,245,213
16,19,223,252,236
19,13,195,154,249
2,1,119,93,145
2,10,106,160,27
9,2,83,153,202
17,1,87,249,234
15,10,200,118,193
9,17,244,242,94
0,0,158,37,152
4,7,46,103,87
12,7,158,156,148
0,3,113,5,8
7,5,211,51,108
1,10,80,30,99
0,17,64,147,90
19,3,80,211,214
6,5,162,6,125
10,14,214,172,125
19,10,97,129,239
1,19,11,184,65
4,10,182,103,66
2,17,47,107,37
13,6,42,2,213
8,19,66,206,82
16,19,230,242,117
8,0,204,15,248
3,10,128,71,51
6,3,253,109,202
0,1,186,30,164
1,16,31,1,29
10,12,88,101,113
1,7,239,34,126
13,6,68,40,141
18,12,166,229,239
11,14,116,181,158
7,19,41,237,0
9,12,33,165,102
0,11,225,123,0
6,5,161,20,68
6,19,52,221,15
0,19,5,180,5
17,0,68,93,236
15,17,105,187,151
9,11,94,76,69
0,0,253,155,139
15,19,117,176,141
19,1,15,139,198
10,1,104,98,165
1,12,126,190,15
7,17,20,70,3
18,10,218,228,199
15,17,32,195,116
4,10,115,176,53
14,4,169,160,199
8,19,36,150,41
18,10,211,176,178
16,18,16,176,172
1,3,233,67,66
12,4,185,101,237
3,18,36,27,73
0,10,210,169,22
7,9,182,202,85
9,17,35,79,99
19,6,185,198,253
11,10,119,177,133
8,0,145,106,214
12,3,104,116,222
19,14,70,172,170
4,12,96,177,70
19,6,223,220,209
5,0,209,88,229
0,6,240,218,0
13,1,72,1,224
5,0,245,85,210
0,19,2,81,40
8,0,244,17,210
6,7,244,67,120
3,12,196,120,70
19,5,156,89,245
18,13,126,203,235
14,0,161,47,248
11,13,127,204,167
0,6,226,110,37
3,4,206,47,37
7,19,29,139,99
4,12,218,151,109
14,6,103,42,210
8,11,219,172,200
1,5,126,63,8
1,17,162,249,17
0,10,117,137,24
8,3,143,29,71
15,8,54,74,163
9,17,205,142,151
14,6,3,32,132
17,16,134,204,184
1,4,77,45,18
8,11,223,216,206
8,3,34,3,73
19,8,17,83,174
2,16,198,83,84
0,11,237,1,16
13,12,110,148,195
7,7,118,27,134
14,5,61,170,83
19,19,81,237,232
0,13,226,18,22
8,18,236,176,62
14,5,60,232,31
19,11,56,72,186
15,19,119,223,160
19,2,57,193,60
17,12,137,47,253
