xRGB,yRGB,R,G,B
3.627,-0.341,7.000,89.000,77.000
15.764,-0.062,153.000,179.000,23.000
10.792,8.361,248.000,8.000,48.000
15.807,18.709,13.000,180.000,40.000
16.697,-0.298,142.000,237.000,112.000
19.055,13.866,59.000,232.000,5.000
6.320,0.307,109.000,22.000,74.000
14.613,4.177,216.000,207.000,218.000
6.905,8.996,203.000,96.000,175.000
15.188,13.718,237.000,196.000,30.000
5.684,19.350,77.000,203.000,214.000
0.187,11.640,91.000,94.000,198.000
2.771,0.134,171.000,16.000,81.000
16.259,17.935,214.000,142.000,4.000
8.963,9.708,41.000,122.000,86.000
11.688,0.233,251.000,73.000,99.000
18.798,6.941,202.000,228.000,212.000
-0.028,6.847,52.000,15.000,124.000
9.317,8.138,103.000,27.000,2.000
11.723,-0.052,239.000,42.000,89.000
18.633,5.843,222.000,39.000,248.000
15.918,15.613,159.000,246.000,140.000
0.222,17.073,72.000,51.000,249.000
3.059,8.166,41.000,53.000,146.000
5.959,-0.170,88.000,71.000,41.000
13.202,7.174,223.000,167.000,124.000
-0.341,12.102,4.000,3.000,165.000
8.895,0.066,232.000,74.000,72.000
18.121,0.291,222.000,35.000,164.000
8.670,15.202,106.000,23.000,191.000
0.356,18.748,27.000,42.000,219.000
19.154,18.782,93.000,203.000,7.000
11.948,17.186,5.000,160.000,51.000
6.961,8.726,46.000,83.000,78.000
0.661,1.259,189.000,77.000,76.000
18.848,9.977,114.000,238.000,76.000
18.624,10.249,153.000,234.000,25.000
9.786,16.257,44.000,96.000,39.000
10.692,0.261,217.000,41.000,107.000
0.362,14.962,107.000,186.000,181.000
19.288,-0.378,205.000,60.000,187.000
0.784,9.947,185.000,214.000,161.000
19.341,18.854,59.000,220.000,50.000
11.098,6.234,229.000,104.000,92.000
0.314,16.136,172.000,230.000,217.000
10.243,15.216,107.000,37.000,123.000
-0.283,5.701,120.000,221.000,144.000
0.797,0.107,129.000,181.000,87.000
14.400,8.346,157.000,21.000,116.000
18.603,-0.387,153.000,30.000,192.000
19.148,11.216,192.000,51.000,17.000
9.683,16.707,6.000,3.000,151.000
1.377,0.300,93.000,140.000,89.000
0.164,9.717,122.000,246.000,89.000
16.793,4.010,205.000,53.000,67.000
7.055,3.315,124.000,86.000,120.000
-0.248,9.705,195.000,225.000,19.000
1.699,0.041,122.000,91.000,103.000
9.729,11.213,77.000,162.000,232.000
10.034,17.685,15.000,139.000,226.000
0.858,13.825,157.000,185.000,133.000
11.959,0.035,110.000,11.000,127.000
14.629,10.252,79.000,115.000,249.000
9.243,19.292,58.000,200.000,133.000
8.691,19.004,42.000,154.000,83.000
18.911,0.829,170.000,23.000,31.000
18.199,4.223,163.000,80.000,22.000
6.036,9.345,97.000,159.000,207.000
8.681,-0.088,144.000,92.000,168.000
19.315,19.021,18.000,25.000,164.000
9.082,18.048,3.000,183.000,161.000
6.204,9.387,54.000,144.000,176.000
16.101,0.277,237.000,18.000,154.000
16.010,9.816,88.000,51.000,113.000
8.669,19.020,50.000,237.000,175.000
18.762,0.969,175.000,48.000,30.000
9.100,3.952,145.000,21.000,142.000
14.653,10.941,92.000,14.000,141.000
0.271,13.754,124.000,193.000,151.000
9.220,13.924,93.000,149.000,31.000
18.706,2.316,114.000,39.000,2.000
0.386,18.352,246.000,231.000,83.000
-0.324,9.241,205.000,188.000,203.000
-0.136,7.823,185.000,248.000,253.000
9.943,18.675,54.000,224.000,75.000
9.161,-0.399,171.000,41.000,123.000
19.271,15.739,98.000,139.000,97.000
9.835,19.316,5.000,162.000,187.000
9.768,10.045,23.000,192.000,123.000
19.211,13.930,131.000,133.000,123.000
4.353,10.870,94.000,254.000,68.000
17.755,3.147,195.000,47.000,21.000
0.863,1.785,191.000,201.000,115.000
11.093,-0.057,201.000,16.000,179.000
8.306,5.201,156.000,68.000,233.000
18.818,4.659,199.000,33.000,85.000
10.193,19.234,2.000,117.000,227.000
19.228,15.081,74.000,120.000,9.000
11.266,8.636,226.000,84.000,131.000
2.834,9.356,202.000,86.000,150.000
10.631,19.259,35.000,85.000,105.000
2.090,15.993,97.000,133.000,119.000
18.694,3.007,167.000,38.000,70.000
1.328,18.679,75.000,166.000,207.000
5.665,9.774,126.000,106.000,99.000
17.351,0.319,205.000,3.000,66.000
6.959,0.292,37.000,47.000,250.000
1.359,18.266,215.000,166.000,188.000
10.345,15.399,144.000,219.000,110.000
18.674,17.816,20.000,212.000,112.000
2.165,16.969,211.000,211.000,96.000
6.394,8.216,108.000,171.000,133.000
16.352,3.299,44.000,6.000,43.000
17.279,11.829,33.000,82.000,58.000
7.827,7.164,126.000,47.000,77.000
10.701,18.967,72.000,205.000,75.000
16.886,12.012,33.000,140.000,11.000
-0.265,0.708,153.000,102.000,190.000
6.307,10.658,159.000,142.000,11.000
9.273,5.965,197.000,100.000,17.000
0.022,0.083,198.000,48.000,240.000
0.846,18.935,238.000,197.000,42.000
18.228,1.795,15.000,78.000,197.000
9.284,0.070,83.000,53.000,219.000
10.095,18.734,138.000,245.000,39.000
4.284,9.119,174.000,124.000,75.000
14.286,18.927,107.000,251.000,71.000
18.044,10.667,24.000,233.000,101.000
1.060,18.733,185.000,251.000,100.000
5.850,9.780,125.000,65.000,21.000
13.012,3.347,110.000,170.000,114.000
19.387,0.054,10.000,65.000,142.000
-0.157,18.941,235.000,228.000,162.000
5.646,9.085,89.000,96.000,95.000
9.012,0.100,117.000,206.000,181.000
9.226,18.336,233.000,215.000,16.000
-0.001,15.815,219.000,156.000,88.000
8.933,0.018,226.000,223.000,202.000
-0.219,2.948,122.000,42.000,69.000
-0.309,7.901,146.000,49.000,40.000
3.389,16.728,223.000,129.000,60.000
15.734,9.652,100.000,206.000,100.000
8.955,4.132,151.000,149.000,111.000
18.682,2.074,27.000,167.000,185.000
18.658,17.925,44.000,157.000,2.000
6.344,0.012,134.000,109.000,147.000
18.950,0.002,9.000,115.000,145.000
14.034,8.311,36.000,135.000,216.000
10.188,-0.185,43.000,131.000,185.000
9.952,17.369,112.000,245.000,87.000
18.721,15.858,82.000,160.000,85.000
-0.065,18.753,247.000,95.000,129.000
8.961,17.346,207.000,177.000,121.000
0.302,6.760,125.000,48.000,106.000
7.385,11.625,158.000,106.000,42.000
14.386,18.782,151.000,254.000,247.000
-0.345,5.804,76.000,50.000,41.000
3.952,1.994,63.000,16.000,73.000
6.952,13.317,185.000,160.000,177.000
4.777,3.633,211.000,30.000,92.000
0.850,19.052,202.000,213.000,93.000
19.214,11.249,107.000,219.000,106.000
16.022,1.660,34.000,130.000,242.000
11.365,10.200,30.000,122.000,60.000
0.612,9.807,237.000,159.000,115.000
19.187,10.795,21.000,207.000,8.000
7.809,2.978,4.000,10.000,91.000
15.225,18.663,99.000,224.000,83.000
16.682,2.359,12.000,70.000,104.000
6.817,0.337,25.000,7.000,188.000
0.759,8.609,133.000,44.000,46.000
3.308,18.156,203.000,116.000,21.000
12.319,19.116,250.000,221.000,186.000
10.161,9.160,76.000,16.000,38.000
16.127,15.604,131.000,98.000,99.000
4.837,9.669,109.000,6.000,16.000
0.953,17.641,146.000,96.000,15.000
2.890,0.351,186.000,10.000,176.000
11.083,18.786,128.000,219.000,114.000
18.918,12.785,213.000,115.000,141.000
0.245,7.169,209.000,8.000,114.000
0.098,9.824,229.000,33.000,108.000
14.706,16.794,207.000,153.000,204.000
13.091,5.245,60.000,5.000,33.000
4.867,18.892,20.000,208.000,169.000
13.729,16.950,166.000,206.000,149.000
18.957,16.248,227.000,240.000,170.000
3.059,10.001,114.000,94.000,232.000
19.071,6.139,93.000,33.000,50.000
0.178,0.912,208.000,18.000,78.000
13.096,13.950,231.000,204.000,145.000
19.059,9.752,194.000,181.000,96.000
3.885,11.889,222.000,95.000,234.000
19.212,-0.238,15.000,120.000,28.000
8.627,2.198,167.000,64.000,4.000
15.259,9.134,182.000,147.000,61.000
0.004,5.128,153.000,35.000,176.000
-0.372,5.195,139.000,24.000,193.000
16.646,19.357,242.000,175.000,121.000
-0.354,4.866,4.000,17.000,239.000
0.366,19.382,57.000,174.000,238.000
7.319,12.025,216.000,105.000,106.000
9.253,5.615,228.000,60.000,178.000
3.679,2.340,196.000,32.000,234.000
16.799,0.322,197.000,69.000,4.000
0.790,19.367,37.000,185.000,70.000
17.212,10.304,210.000,162.000,210.000
2.861,9.973,76.000,107.000,221.000
2.962,9.665,18.000,69.000,214.000
9.172,2.830,97.000,67.000,198.000
9.614,16.778,187.000,202.000,10.000
17.305,0.223,168.000,17.000,81.000
5.698,0.138,114.000,53.000,182.000
9.990,12.272,179.000,159.000,21.000
19.196,8.995,195.000,124.000,142.000
1.815,8.308,153.000,132.000,95.000
6.964,0.031,64.000,31.000,180.000
19.193,-0.133,193.000,92.000,79.000
0.720,17.716,84.000,120.000,75.000
19.370,10.214,128.000,172.000,189.000
18.817,10.199,26.000,238.000,202.000
9.625,6.044,17.000,67.000,106.000
15.796,2.195,44.000,102.000,132.000
10.627,16.162,185.000,129.000,29.000
18.182,8.795,12.000,110.000,138.000
15.750,18.745,220.000,235.000,27.000
19.163,0.748,72.000,168.000,219.000
14.243,9.088,3.000,180.000,112.000
15.708,18.321,128.000,250.000,70.000
11.337,0.055,101.000,175.000,173.000
0.033,6.950,233.000,102.000,214.000
9.032,10.803,6.000,112.000,140.000
19.058,0.698,77.000,183.000,186.000
-0.089,17.809,62.000,82.000,55.000
-0.155,13.693,180.000,24.000,54.000
13.094,8.264,1.000,175.000,181.000
18.616,18.927,209.000,192.000,17.000
1.834,5.032,159.000,67.000,150.000
10.337,16.712,96.000,150.000,63.000
16.729,10.112,115.000,178.000,99.000
13.799,19.353,70.000,213.000,6.000
8.607,2.057,70.000,71.000,122.000
18.745,-0.342,124.000,222.000,176.000
0.607,7.041,129.000,49.000,165.000
1.147,16.889,151.000,87.000,33.000
4.697,17.005,212.000,141.000,0.000
12.012,9.617,5.000,60.000,8.000
4.878,17.370,203.000,208.000,4.000
14.180,0.397,50.000,238.000,128.000
5.287,1.899,125.000,174.000,139.000
0.035,7.212,228.000,63.000,250.000
9.625,8.739,56.000,79.000,148.000
13.715,17.064,126.000,34.000,47.000
18.764,12.207,45.000,98.000,6.000
11.657,0.017,76.000,143.000,177.000
16.965,5.724,40.000,128.000,135.000
2.945,14.864,137.000,65.000,126.000
10.046,9.141,1.000,28.000,121.000
-0.238,19.048,131.000,134.000,117.000
3.997,0.253,128.000,165.000,202.000
7.663,0.149,103.000,182.000,191.000
14.093,16.795,29.000,7.000,50.000
-0.036,19.329,157.000,247.000,43.000
-0.034,8.892,219.000,114.000,143.000
5.336,18.919,157.000,240.000,92.000
9.026,10.330,135.000,28.000,154.000
19.372,10.320,13.000,13.000,91.000
10.732,19.322,45.000,237.000,96.000
8.624,10.339,162.000,2.000,130.000
-0.188,19.049,129.000,236.000,45.000
14.780,18.160,24.000,210.000,102.000
2.948,12.903,146.000,181.000,58.000
9.040,18.783,119.000,197.000,91.000
8.302,0.802,96.000,78.000,169.000
-0.023,5.730,242.000,201.000,208.000
11.633,8.728,163.000,58.000,175.000
17.833,13.809,121.000,101.000,147.000
11.285,7.958,212.000,25.000,145.000
19.386,0.660,79.000,88.000,83.000
10.090,19.358,110.000,253.000,107.000
-0.390,18.613,131.000,220.000,67.000
1.935,9.151,237.000,108.000,111.000
19.267,19.250,0.000,176.000,194.000
16.876,13.090,24.000,96.000,217.000
8.075,15.734,135.000,175.000,126.000
7.269,-0.338,178.000,42.000,237.000
18.868,19.018,52.000,152.000,236.000
-0.025,19.287,17.000,208.000,40.000
9.808,18.692,49.000,209.000,146.000
15.221,11.881,85.000,207.000,191.000
17.953,4.166,42.000,105.000,215.000
-0.141,5.846,223.000,163.000,189.000
10.001,7.106,101.000,108.000,140.000
0.235,12.648,251.000,254.000,79.000
3.005,5.389,229.000,179.000,92.000
18.680,17.389,127.000,152.000,244.000
8.233,12.686,196.000,213.000,98.000
8.970,-0.105,232.000,32.000,47.000
17.700,0.907,158.000,83.000,184.000
18.019,2.032,179.000,102.000,205.000
18.287,2.358,221.000,118.000,230.000
8.672,-0.135,105.000,28.000,51.000
16.177,12.347,177.000,182.000,147.000
-0.278,19.214,146.000,234.000,40.000
9.602,18.810,133.000,201.000,121.000
2.114,-0.243,163.000,10.000,69.000
-0.199,10.301,200.000,170.000,28.000
9.811,18.812,2.000,155.000,148.000
8.884,8.870,219.000,154.000,93.000
17.790,0.845,224.000,33.000,128.000
-0.102,19.294,139.000,248.000,25.000
17.209,14.099,55.000,197.000,133.000
5.068,2.032,215.000,92.000,89.000
18.123,5.351,51.000,3.000,106.000
9.732,8.939,82.000,73.000,62.000
0.023,8.739,218.000,195.000,194.000
7.849,3.116,130.000,53.000,8.000
1.757,-0.181,194.000,26.000,27.000
0.224,8.271,209.000,36.000,142.000
4.649,-0.067,228.000,41.000,5.000
19.122,16.937,98.000,219.000,125.000
10.932,18.997,56.000,226.000,162.000
0.963,17.878,153.000,209.000,107.000
3.841,12.789,216.000,200.000,139.000
-0.360,4.096,239.000,4.000,154.000
19.207,11.355,79.000,161.000,157.000
0.332,12.945,218.000,99.000,119.000
8.039,7.773,160.000,56.000,187.000
7.011,19.162,253.000,245.000,64.000
1.234,3.204,223.000,26.000,209.000
17.631,1.691,42.000,30.000,210.000
9.028,-0.315,214.000,2.000,167.000
18.974,11.349,43.000,127.000,155.000
16.965,3.262,89.000,84.000,210.000
14.667,15.068,15.000,143.000,15.000
-0.249,12.759,186.000,113.000,60.000
6.281,19.282,188.000,170.000,84.000
16.255,18.886,46.000,229.000,36.000
7.279,18.688,125.000,226.000,117.000
18.709,-0.017,23.000,56.000,240.000
19.074,9.094,30.000,193.000,213.000
9.375,8.371,200.000,22.000,174.000
-0.269,18.987,192.000,208.000,156.000
15.364,13.685,57.000,31.000,65.000
18.026,19.249,81.000,68.000,5.000
15.359,-0.232,28.000,40.000,219.000
3.997,11.150,218.000,105.000,209.000
18.922,5.089,90.000,178.000,239.000
-0.231,18.868,239.000,233.000,172.000
12.235,15.010,165.000,90.000,109.000
3.715,14.660,187.000,133.000,135.000
0.279,8.963,207.000,122.000,139.000
-0.051,18.969,150.000,229.000,25.000
19.152,4.824,94.000,204.000,239.000
5.813,0.208,128.000,21.000,172.000
4.813,9.160,243.000,155.000,234.000
6.280,18.931,223.000,179.000,0.000
18.831,18.655,6.000,103.000,113.000
10.674,14.727,58.000,244.000,92.000
-0.280,-0.308,231.000,16.000,35.000
0.395,18.903,245.000,237.000,19.000
3.911,10.772,172.000,205.000,70.000
7.757,2.325,191.000,30.000,160.000
10.288,18.088,75.000,230.000,92.000
18.728,15.157,68.000,168.000,61.000
18.693,4.817,164.000,219.000,222.000
11.989,8.933,229.000,188.000,180.000
10.245,18.265,47.000,211.000,158.000
0.390,6.990,216.000,76.000,2.000
4.175,0.335,197.000,5.000,40.000
4.867,8.671,201.000,87.000,39.000
17.165,18.179,43.000,199.000,130.000
2.198,16.870,166.000,171.000,73.000
11.723,2.651,228.000,93.000,131.000
5.225,18.840,167.000,213.000,85.000
4.340,7.644,242.000,133.000,17.000
12.399,11.937,52.000,39.000,18.000
8.384,-0.161,228.000,107.000,77.000
3.666,8.389,174.000,99.000,40.000
4.329,17.054,234.000,223.000,98.000
11.927,12.872,116.000,170.000,8.000
19.055,17.796,54.000,182.000,33.000
19.298,0.180,175.000,251.000,229.000
16.865,4.375,164.000,214.000,232.000
17.892,9.636,73.000,231.000,227.000
17.817,19.232,15.000,204.000,2.000
8.627,7.767,161.000,165.000,133.000
16.748,10.084,114.000,152.000,198.000
0.119,0.056,215.000,54.000,2.000
13.826,17.707,16.000,185.000,85.000
6.657,5.371,251.000,5.000,171.000
5.192,18.326,164.000,249.000,3.000
9.785,12.948,161.000,230.000,89.000
16.039,19.272,98.000,189.000,8.000
17.834,8.974,128.000,139.000,249.000
10.063,12.123,127.000,211.000,183.000
16.184,9.914,80.000,210.000,212.000
19.382,18.802,21.000,111.000,53.000
18.700,19.186,7.000,64.000,59.000
14.162,12.174,2.000,150.000,153.000
19.345,18.892,68.000,1.000,184.000
11.277,19.157,35.000,40.000,117.000
5.715,8.761,71.000,223.000,169.000
18.029,0.936,167.000,102.000,249.000
13.967,8.673,51.000,189.000,233.000
10.353,17.286,5.000,61.000,108.000
14.975,-0.039,146.000,116.000,217.000
2.155,18.731,97.000,160.000,48.000
9.355,14.214,50.000,126.000,84.000
6.646,1.183,235.000,204.000,200.000
17.768,14.190,26.000,122.000,150.000
8.719,12.257,26.000,64.000,63.000
18.805,18.983,27.000,78.000,189.000
16.692,9.131,14.000,103.000,129.000
0.381,1.726,251.000,40.000,184.000
7.176,19.100,22.000,95.000,64.000
8.040,9.244,98.000,61.000,2.000
13.736,1.248,82.000,254.000,206.000
2.169,2.951,235.000,5.000,11.000
0.053,12.757,186.000,187.000,42.000
9.301,-0.306,218.000,87.000,114.000
10.904,-0.077,250.000,111.000,128.000
7.807,18.232,17.000,88.000,39.000
16.198,18.633,47.000,2.000,118.000
11.291,9.188,46.000,172.000,116.000
-0.173,-0.068,238.000,10.000,52.000
19.154,13.331,58.000,68.000,247.000
16.753,-0.388,248.000,129.000,154.000
12.275,18.640,38.000,26.000,143.000
11.171,8.637,31.000,254.000,245.000
19.254,5.128,173.000,113.000,244.000
2.258,8.918,158.000,126.000,65.000
15.874,13.220,97.000,136.000,218.000
0.281,16.738,98.000,184.000,42.000
1.996,-0.223,224.000,19.000,46.000
7.168,6.749,220.000,105.000,73.000
9.006,17.740,61.000,111.000,151.000
1.689,-0.321,242.000,66.000,3.000
11.801,-0.051,209.000,4.000,165.000
4.068,2.820,144.000,24.000,75.000
15.109,10.340,166.000,113.000,184.000
8.737,19.267,34.000,32.000,162.000
18.172,13.739,141.000,192.000,169.000
12.147,-0.269,144.000,19.000,160.000
1.238,15.305,66.000,207.000,128.000
19.104,19.283,79.000,175.000,237.000
-0.355,10.916,132.000,209.000,82.000
4.068,18.775,11.000,212.000,87.000
0.128,6.367,183.000,208.000,40.000
10.981,8.786,254.000,166.000,161.000
16.995,15.386,211.000,165.000,242.000
13.888,6.981,234.000,139.000,202.000
5.865,17.623,9.000,231.000,124.000
15.314,18.792,170.000,155.000,227.000
10.656,16.224,138.000,209.000,253.000
2.973,0.006,163.000,118.000,20.000
19.137,-0.210,236.000,43.000,167.000
4.918,9.684,153.000,227.000,185.000
3.809,1.053,91.000,139.000,21.000
0.300,13.708,127.000,243.000,133.000
5.650,7.274,109.000,199.000,37.000
19.302,0.100,246.000,20.000,83.000
19.055,19.109,34.000,80.000,235.000
10.153,14.718,155.000,217.000,194.000
15.681,8.249,222.000,23.000,186.000
12.609,13.647,202.000,78.000,193.000
18.725,18.604,47.000,11.000,142.000
2.203,19.033,73.000,202.000,165.000
0.012,19.240,49.000,245.000,169.000
10.357,16.106,129.000,123.000,168.000
10.636,0.380,140.000,68.000,64.000
6.134,7.889,220.000,197.000,173.000
-0.086,2.045,229.000,241.000,47.000
5.831,17.899,110.000,138.000,252.000
10.036,-0.068,142.000,67.000,8.000
6.778,5.977,87.000,152.000,47.000
15.324,9.303,85.000,99.000,88.000
2.182,13.287,161.000,149.000,149.000
1.383,-0.315,117.000,229.000,41.000
11.751,17.267,6.000,122.000,192.000
6.005,11.084,82.000,168.000,145.000
19.259,1.361,211.000,105.000,144.000
9.076,1.686,25.000,211.000,55.000
16.161,9.252,148.000,25.000,101.000
10.303,2.773,47.000,57.000,15.000
19.094,11.327,140.000,32.000,93.000
-0.396,17.650,196.000,192.000,152.000
1.206,3.310,74.000,174.000,24.000
0.144,10.768,192.000,191.000,44.000
19.250,3.188,153.000,63.000,83.000
0.767,-0.162,16.000,199.000,63.000
4.234,18.716,236.000,211.000,193.000
10.249,14.687,222.000,126.000,250.000
17.777,18.356,164.000,68.000,204.000
1.271,10.995,190.000,212.000,126.000
9.747,4.027,15.000,0.000,39.000
-0.058,3.010,126.000,201.000,1.000
4.938,18.924,250.000,221.000,250.000
17.814,-0.208,159.000,54.000,3.000
11.231,11.688,13.000,60.000,241.000
17.377,19.349,242.000,115.000,175.000
1.703,10.602,158.000,234.000,137.000
0.347,3.315,173.000,230.000,35.000
8.013,3.694,133.000,190.000,68.000
5.225,19.142,230.000,221.000,225.000
11.287,12.929,187.000,149.000,200.000
16.054,6.981,90.000,195.000,199.000
18.812,-0.157,3.000,13.000,95.000
0.149,7.772,211.000,234.000,43.000
19.335,-0.012,25.000,18.000,13.000
19.181,7.756,41.000,19.000,67.000
10.869,4.132,15.000,179.000,171.000
4.092,19.233,203.000,245.000,246.000
4.235,9.001,130.000,169.000,119.000
6.014,13.302,146.000,171.000,137.000
6.385,0.356,48.000,166.000,128.000
17.613,0.345,23.000,141.000,77.000
-0.201,7.201,247.000,223.000,44.000
3.764,10.265,231.000,199.000,62.000
17.194,19.160,238.000,146.000,204.000
4.214,9.919,224.000,72.000,7.000
3.312,0.959,205.000,213.000,113.000
14.170,7.933,6.000,181.000,199.000
4.046,10.118,221.000,27.000,60.000
19.222,16.295,229.000,49.000,186.000
14.007,9.020,79.000,99.000,206.000
1.277,2.245,183.000,163.000,42.000
5.942,4.654,167.000,118.000,44.000
18.818,15.339,120.000,29.000,239.000
18.610,-0.167,25.000,49.000,77.000
9.647,18.967,225.000,197.000,226.000
1.390,2.211,159.000,135.000,10.000
11.939,4.075,86.000,32.000,77.000
2.212,16.202,236.000,138.000,142.000
18.282,16.387,181.000,125.000,254.000
19.335,6.749,61.000,19.000,168.000
10.976,18.625,209.000,252.000,241.000
-0.153,2.288,80.000,180.000,28.000
5.717,9.213,199.000,91.000,24.000
10.758,6.606,184.000,50.000,44.000
18.893,12.854,57.000,42.000,233.000
18.877,3.088,46.000,33.000,164.000
0.970,1.963,146.000,131.000,9.000
8.885,17.304,165.000,169.000,133.000
2.658,10.988,223.000,190.000,39.000
10.324,6.365,237.000,114.000,51.000
12.209,18.806,106.000,224.000,157.000
8.368,15.275,36.000,222.000,37.000
17.925,13.846,15.000,192.000,213.000
14.072,6.903,88.000,173.000,147.000
8.038,-0.328,166.000,4.000,74.000
17.045,1.690,213.000,158.000,227.000
12.320,8.758,143.000,175.000,163.000
8.305,1.279,126.000,28.000,120.000
14.939,0.343,159.000,7.000,210.000
12.227,8.252,67.000,43.000,194.000
17.136,15.399,151.000,172.000,221.000
6.019,13.833,56.000,133.000,139.000
0.660,6.822,216.000,165.000,47.000
4.655,0.192,128.000,79.000,1.000
2.195,7.875,191.000,113.000,30.000
18.763,13.363,220.000,252.000,134.000
11.259,7.039,59.000,37.000,172.000
14.665,17.072,241.000,165.000,164.000
17.897,9.925,188.000,155.000,198.000
2.392,5.827,224.000,22.000,74.000
5.741,14.114,170.000,129.000,82.000
1.376,18.844,67.000,216.000,135.000
6.099,14.333,108.000,214.000,81.000
9.159,5.751,99.000,120.000,102.000
2.777,0.263,183.000,112.000,57.000
15.383,-0.203,43.000,23.000,106.000
18.227,7.989,6.000,175.000,244.000
13.098,14.131,43.000,228.000,148.000
13.817,-0.325,5.000,38.000,122.000
16.894,7.836,85.000,119.000,200.000
15.181,4.113,93.000,60.000,217.000
15.766,6.051,164.000,81.000,235.000
0.799,9.789,208.000,235.000,23.000
7.824,8.862,207.000,253.000,139.000
9.831,-0.129,153.000,46.000,173.000
14.226,15.244,135.000,229.000,162.000
3.267,14.271,202.000,246.000,103.000
16.686,7.136,170.000,150.000,202.000
1.005,3.714,172.000,219.000,34.000
8.034,0.391,206.000,42.000,15.000
11.044,13.338,160.000,181.000,144.000
4.050,6.937,200.000,126.000,58.000
18.648,10.294,173.000,191.000,242.000
19.364,8.296,238.000,185.000,241.000
13.269,2.139,213.000,12.000,201.000
5.353,15.946,198.000,193.000,141.000
