xRGB,yRGB,R,G,B
0,7,215,166,188
13,6,144,219,110
3,3,20,212,112
0,19,211,211,96
8,14,108,171,133
17,7,44,6,43
16,12,33,82,58
15,13,126,47,77
7,3,72,205,75
6,18,33,140,11
13,0,153,102,190
9,19,159,142,11
1,2,197,100,17
2,14,198,48,240
13,5,238,197,42
10,7,15,78,197
7,1,83,53,219
6,16,138,245,39
0,19,174,124,75
5,6,107,251,71
4,9,24,233,101
3,1,185,251,100
16,8,125,65,21
17,7,110,170,114
10,10,10,65,142
3,1,235,228,162
12,11,89,96,95
19,12,117,206,181
18,8,233,215,16
13,8,219,156,88
17,3,226,223,202
9,12,122,42,69
18,8,146,49,40
1,4,223,129,60
1,9,100,206,100
10,13,151,149,111
5,7,27,167,185
16,17,44,157,2
10,10,134,109,147
10,11,9,115,145
6,12,36,135,216
13,4,43,131,185
18,13,112,245,87
7,3,82,160,85
4,13,247,95,129
15,15,207,177,121
17,17,125,48,106
13,3,158,106,42
18,17,151,254,247
3,19,76,50,41
19,10,63,16,73
10,7,185,160,177
2,2,211,30,92
16,3,202,213,93
17,5,107,219,106
15,10,34,130,242
13,7,30,122,60
4,8,237,159,115
19,2,21,207,8
5,3,4,10,91
11,4,99,224,83
2,4,12,70,104
3,12,25,7,188
16,6,133,44,46
6,4,203,116,21
10,11,250,221,186
8,9,76,16,38
5,17,131,98,99
8,13,109,6,16
19,2,146,96,15
19,0,186,10,176
18,15,128,219,114
17,2,213,115,141
15,0,209,8,114
8,18,229,33,108
0,9,207,153,204
11,8,60,5,33
1,19,20,208,169
13,4,166,206,149
4,5,227,240,170
16,4,114,94,232
0,17,93,33,50
2,19,208,18,78
5,19,231,204,145
14,15,194,181,96
19,17,222,95,234
6,9,15,120,28
15,8,167,64,4
11,7,182,147,61
11,2,153,35,176
14,1,139,24,193
18,0,242,175,121
2,18,4,17,239
6,19,57,174,238
19,2,216,105,106
4,8,228,60,178
15,7,196,32,234
18,3,197,69,4
19,15,37,185,70
16,6,210,162,210
13,6,76,107,221
7,18,18,69,214
11,4,97,67,198
6,12,187,202,10
13,18,168,17,81
10,4,114,53,182
16,5,179,159,21
6,0,195,124,142
7,16,153,132,95
14,14,64,31,180
9,6,193,92,79
8,17,84,120,75
7,17,128,172,189
17,5,26,238,202
6,18,17,67,106
6,13,44,102,132
12,11,185,129,29
2,8,12,110,138
1,5,220,235,27
16,11,72,168,219
3,12,3,180,112
13,5,128,250,70
4,15,101,175,173
3,3,233,102,214
2,0,6,112,140
2,11,77,183,186
0,10,62,82,55
4,12,180,24,54
4,13,1,175,181
15,10,209,192,17
13,0,159,67,150
14,5,96,150,63
11,3,115,178,99
8,17,70,213,6
7,19,70,71,122
8,0,124,222,176
17,7,129,49,165
13,16,151,87,33
19,7,212,141,0
17,15,5,60,8
17,15,203,208,4
11,2,50,238,128
0,3,125,174,139
15,10,228,63,250
19,1,56,79,148
13,9,126,34,47
4,0,45,98,6
16,0,76,143,177
13,10,40,128,135
12,2,137,65,126
16,5,1,28,121
0,8,131,134,117
1,19,128,165,202
2,19,103,182,191
15,3,29,7,50
12,5,157,247,43
5,8,219,114,143
13,15,157,240,92
3,9,135,28,154
11,2,13,13,91
11,18,45,237,96
13,11,162,2,130
8,4,129,236,45
1,6,24,210,102
9,18,146,181,58
6,15,119,197,91
6,5,96,78,169
2,13,242,201,208
4,0,163,58,175
12,1,121,101,147
18,3,212,25,145
3,18,79,88,83
1,18,110,253,107
8,10,131,220,67
4,15,237,108,111
5,6,0,176,194
18,7,24,96,217
3,17,135,175,126
4,1,178,42,237
7,6,52,152,236
10,3,17,208,40
5,17,49,209,146
12,8,85,207,191
13,19,42,105,215
4,6,223,163,189
13,18,101,108,140
3,14,251,254,79
8,3,229,179,92
15,2,127,152,244
12,2,196,213,98
14,15,232,32,47
7,9,158,83,184
14,0,179,102,205
4,8,221,118,230
18,10,105,28,51
19,6,177,182,147
19,6,146,234,40
15,8,133,201,121
8,3,163,10,69
5,17,200,170,28
9,4,2,155,148
3,2,219,154,93
3,11,224,33,128
6,7,139,248,25
5,11,55,197,133
0,2,215,92,89
19,15,51,3,106
18,5,82,73,62
13,18,218,195,194
3,3,130,53,8
11,14,194,26,27
10,11,209,36,142
15,13,228,41,5
2,9,98,219,125
3,19,56,226,162
2,19,153,209,107
11,4,216,200,139
7,14,239,4,154
5,9,79,161,157
0,1,218,99,119
6,9,160,56,187
2,3,253,245,64
0,3,223,26,209
7,19,42,30,210
18,9,214,2,167
19,15,43,127,155
7,10,89,84,210
3,17,15,143,15
16,14,186,113,60
1,13,188,170,84
15,7,46,229,36
13,4,125,226,117
14,1,23,56,240
17,8,30,193,213
0,8,200,22,174
12,6,192,208,156
18,13,57,31,65
14,13,81,68,5
16,11,28,40,219
5,6,218,105,209
2,7,90,178,239
5,16,239,233,172
12,13,165,90,109
10,3,187,133,135
11,13,207,122,139
13,14,150,229,25
12,13,94,204,239
10,0,128,21,172
3,7,243,155,234
15,8,223,179,0
10,2,6,103,113
9,0,58,244,92
2,7,231,16,35
18,15,245,237,19
19,0,172,205,70
2,18,191,30,160
11,13,75,230,92
5,11,68,168,61
10,8,164,219,222
15,5,229,188,180
17,3,47,211,158
5,15,216,76,2
2,8,197,5,40
2,13,201,87,39
8,5,43,199,130
0,10,166,171,73
14,17,228,93,131
8,14,167,213,85
8,17,242,133,17
13,11,52,39,18
16,4,228,107,77
6,9,174,99,40
14,12,234,223,98
3,19,116,170,8
9,6,54,182,33
15,12,175,251,229
2,18,164,214,232
8,8,73,231,227
0,1,15,204,2
9,12,161,165,133
12,15,114,152,198
6,14,215,54,2
11,10,16,185,85
3,0,251,5,171
10,7,164,249,3
4,13,161,230,89
16,8,98,189,8
11,3,128,139,249
12,14,127,211,183
2,4,80,210,212
2,14,21,111,53
9,3,7,64,59
11,2,2,150,153
11,11,68,1,184
9,11,35,40,117
5,7,71,223,169
18,7,167,102,249
16,15,51,189,233
4,5,5,61,108
15,2,146,116,217
14,14,97,160,48
1,19,50,126,84
5,13,235,204,200
10,3,26,122,150
6,18,26,64,63
1,5,27,78,189
0,3,14,103,129
19,8,251,40,184
18,0,22,95,64
1,13,98,61,2
5,0,82,254,206
9,18,235,5,11
11,18,186,187,42
11,16,218,87,114
18,13,250,111,128
18,1,17,88,39
14,16,47,2,118
3,11,46,172,116
5,10,238,10,52
15,8,58,68,247
1,6,248,129,154
3,5,38,26,143
4,15,31,254,245
11,6,173,113,244
11,15,158,126,65
10,18,97,136,218
16,12,98,184,42
16,7,224,19,46
6,3,220,105,73
1,11,61,111,151
8,11,242,66,3
18,12,209,4,165
3,7,144,24,75
18,2,166,113,184
5,3,34,32,162
17,0,141,192,169
12,15,144,19,160
17,15,66,207,128
4,18,79,175,237
19,7,132,209,82
15,19,11,212,87
16,9,183,208,40
12,19,254,166,161
15,5,211,165,242
6,7,234,139,202
10,14,9,231,124
2,2,170,155,227
1,9,138,209,253
10,6,163,118,20
5,0,236,43,167
18,10,153,227,185
14,14,91,139,21
1,1,127,243,133
15,19,109,199,37
11,2,246,20,83
19,12,34,80,235
7,17,155,217,194
19,9,222,23,186
2,13,202,78,193
7,8,47,11,142
15,3,73,202,165
17,13,49,245,169
12,10,129,123,168
11,3,140,68,64
2,14,220,197,173
7,1,229,241,47
18,9,110,138,252
2,2,142,67,8
5,14,87,152,47
10,7,85,99,88
4,4,161,149,149
19,12,117,229,41
12,14,6,122,192
4,13,82,168,145
13,14,211,105,144
7,19,25,211,55
14,3,148,25,101
7,2,47,57,15
13,7,140,32,93
11,5,196,192,152
18,10,74,174,24
9,16,192,191,44
19,4,153,63,83
9,10,16,199,63
3,10,236,211,193
12,19,222,126,250
10,6,164,68,204
8,8,190,212,126
17,7,15,0,39
12,3,126,201,1
18,15,250,221,250
2,7,159,54,3
15,17,13,60,241
7,13,242,115,175
19,6,158,234,137
13,8,173,230,35
0,8,133,190,68
6,14,230,221,225
11,6,187,149,200
9,15,90,195,199
1,8,3,13,95
6,13,211,234,43
12,1,25,18,13
12,4,41,19,67
5,14,15,179,171
8,8,203,245,246
15,8,130,169,119
4,0,146,171,137
7,17,48,166,128
6,4,23,141,77
1,9,247,223,44
10,15,231,199,62
16,0,238,146,204
19,8,224,72,7
17,4,205,213,113
2,11,6,181,199
0,3,221,27,60
15,5,229,49,186
8,8,79,99,206
8,11,183,163,42
12,9,167,118,44
9,2,120,29,239
18,4,25,49,77
8,9,225,197,226
9,6,159,135,10
10,13,86,32,77
15,9,236,138,142
17,15,181,125,254
18,1,61,19,168
15,15,209,252,241
13,15,80,180,28
13,8,199,91,24
16,9,184,50,44
8,7,57,42,233
3,2,46,33,164
4,1,146,131,9
1,4,165,169,133
14,17,223,190,39
12,17,237,114,51
15,2,106,224,157
15,4,36,222,37
5,11,15,192,213
16,18,88,173,147
18,6,166,4,74
17,15,213,158,227
8,6,143,175,163
15,11,126,28,120
15,9,159,7,210
3,3,67,43,194
13,15,151,172,221
10,1,56,133,139
11,15,216,165,47
17,7,128,79,1
1,8,191,113,30
15,16,220,252,134
0,6,59,37,172
10,12,241,165,164
16,0,188,155,198
17,4,224,22,74
7,6,170,129,82
9,8,67,216,135
7,18,108,214,81
4,9,99,120,102
18,13,183,112,57
1,15,43,23,106
6,17,6,175,244
6,18,43,228,148
8,15,5,38,122
6,9,85,119,200
8,9,93,60,217
10,6,164,81,235
19,2,208,235,23
15,17,207,253,139
4,10,153,46,173
10,17,135,229,162
0,17,202,246,103
10,9,170,150,202
16,12,172,219,34
14,18,206,42,15
3,18,160,181,144
4,3,200,126,58
15,12,173,191,242
13,1,238,185,241
9,19,213,12,201
19,4,198,193,141
11,17,109,125,161
4,14,90,86,90
8,14,106,116,6
16,10,0,68,59
17,15,130,203,130
14,4,200,217,173
9,19,103,188,115
0,18,249,182,38
13,2,64,207,196
0,19,130,194,145
4,4,219,142,212
6,14,140,127,126
4,18,25,173,181
18,1,80,104,138
10,2,162,69,47
4,19,212,105,180
15,14,141,29,84
0,11,84,2,121
17,2,98,184,74
10,19,49,2,175
19,9,103,167,123
6,15,47,57,220
18,2,251,94,118
10,16,125,154,53
0,6,186,208,188
5,6,77,181,104
16,16,148,235,178
8,19,207,5,61
19,3,141,63,211
1,18,124,220,75
12,2,243,8,44
12,2,168,64,102
10,8,148,248,55
19,5,121,114,59
6,13,182,104,218
5,7,49,123,84
2,11,196,108,125
4,4,177,100,122
13,15,169,196,253
4,8,74,75,76
18,4,52,200,109
16,5,239,240,51
13,13,222,171,180
13,10,17,155,163
7,19,67,91,15
7,4,15,229,146
7,14,64,19,181
15,3,183,70,57
9,13,244,143,75
8,1,5,225,93
0,18,33,26,58
19,2,1,76,84
13,2,155,15,58
3,8,248,222,126
9,2,10,62,133
7,15,174,41,92
9,14,142,206,245
0,3,101,164,11
5,2,102,13,209
7,7,178,36,160
11,12,21,137,194
13,3,217,163,117
17,16,216,104,95
1,16,113,37,187
8,7,190,139,61
0,9,9,179,197
16,3,234,4,38
18,10,88,130,161
2,17,138,138,234
11,0,77,139,160
3,3,54,175,50
8,15,15,10,87
13,14,17,94,251
12,1,118,51,208
9,5,216,147,26
16,2,89,128,23
13,12,12,238,24
14,5,95,52,16
2,14,214,145,103
0,1,192,18,10
5,5,129,31,74
8,7,47,53,241
15,1,133,126,246
12,9,65,23,230
14,17,81,78,47
11,19,118,106,159
0,2,35,246,24
8,13,55,13,157
1,19,170,2,128
13,7,40,248,166
6,16,52,221,150
17,12,93,240,114
11,9,158,29,44
12,1,156,122,185
14,5,4,108,91
14,13,137,4,41
1,16,7,254,34
1,0,214,203,34
2,13,78,127,153
6,11,168,39,79
6,10,220,104,183
9,10,231,209,0
10,4,106,185,129
6,3,138,138,157
15,4,150,175,254
14,7,231,107,172
10,18,15,14,20
19,4,29,47,229
17,14,22,137,34
11,9,30,111,22
3,10,252,65,121
2,13,33,22,252
15,3,34,121,220
5,9,127,67,218
5,13,80,178,162
13,8,21,129,168
19,1,231,239,26
8,14,153,91,23
2,13,233,208,122
16,6,241,75,102
8,13,95,211,234
4,18,58,37,165
5,15,226,53,46
18,13,46,243,20
18,12,186,201,181
0,7,72,118,89
4,8,175,221,200
6,12,133,23,69
4,19,112,179,160
12,13,100,210,215
10,5,254,248,21
2,11,251,198,180
12,2,35,86,150
13,7,166,158,240
10,10,248,252,51
17,15,168,229,66
13,19,79,101,65
7,12,208,106,55
19,10,161,155,104
4,2,65,95,193
16,18,11,64,172
4,7,181,107,118
17,17,66,172,115
1,3,160,17,177
11,6,32,246,216
18,10,53,58,199
5,2,15,87,128
7,2,8,72,214
14,16,40,170,90
19,10,80,174,141
15,7,247,181,177
1,10,245,25,240
4,5,77,156,130
9,15,155,121,94
18,6,95,79,57
2,17,42,89,23
1,4,100,230,196
19,6,1,241,35
19,12,100,134,83
15,3,110,23,124
13,2,142,20,178
10,4,60,175,103
1,15,65,216,177
14,7,174,215,183
0,1,125,180,254
0,17,247,121,239
17,7,231,47,3
13,9,5,154,59
13,1,196,224,153
5,16,240,69,153
4,2,240,133,148
14,5,33,151,196
4,7,216,38,63
13,15,192,67,236
6,11,37,211,0
6,3,112,132,40
17,6,180,183,158
13,10,67,240,65
15,1,24,174,152
6,15,250,86,172
4,0,58,102,239
11,19,171,95,94
18,8,166,187,193
9,16,27,173,169
3,19,65,128,4
18,8,173,122,249
17,8,60,195,168
15,15,79,230,23
16,14,191,19,50
4,17,83,36,157
13,0,186,141,155
17,3,216,143,124
8,12,229,224,16
1,12,234,212,13
2,11,5,78,185
11,9,228,200,159
3,13,150,71,139
12,2,100,51,149
9,13,229,28,240
9,5,127,77,166
16,10,10,228,243
11,13,42,197,253
6,16,12,122,136
1,0,52,230,234
1,10,1,49,12
2,0,52,243,162
5,10,228,33,187
14,9,103,181,172
15,14,166,200,240
2,13,205,31,145
18,1,46,159,44
3,9,246,209,244
4,16,110,179,16
19,15,180,55,58
11,17,151,221,128
17,19,215,180,37
4,6,212,179,22
5,5,200,122,56
19,9,100,55,61
7,16,137,210,45
9,1,47,113,195
4,16,63,214,189
1,19,235,15,252
16,1,86,31,120
1,10,234,18,197
3,11,253,59,170
13,13,123,37,59
7,13,32,218,49
15,4,87,65,158
3,18,32,9,240
11,8,185,161,33
15,2,189,252,88
5,3,142,161,133
15,15,64,20,100
1,16,4,153,177
19,15,104,48,101
8,17,190,28,53
7,12,176,202,86
19,8,84,224,169
19,17,24,173,174
18,9,45,48,154
16,0,238,237,230
7,1,108,143,213
8,4,88,83,163
18,1,173,132,96
6,9,196,201,38
10,4,68,99,28
18,7,5,98,15
12,19,185,95,159
0,15,132,74,115
11,16,34,12,104
11,9,181,202,50
11,2,240,31,176
6,10,96,86,50
12,8,188,30,207
19,19,64,138,0
10,10,55,149,213
19,16,250,216,224
12,17,120,70,111
4,18,190,143,100
6,17,44,123,39
1,14,131,110,115
8,3,12,203,249
3,0,146,110,221
14,18,106,15,69
8,8,9,40,204
3,11,212,11,23
2,16,47,235,222
15,2,171,62,180
1,2,212,31,190
17,0,223,35,226
8,12,85,90,165
16,9,71,164,197
6,15,80,239,32
15,17,46,249,187
2,13,78,101,20
0,18,20,104,237
14,12,33,29,244
13,4,235,142,184
17,8,142,31,76
10,7,186,127,16
13,5,131,224,35
8,2,16,150,213
2,2,38,9,197
2,17,26,186,101
2,2,110,73,114
19,13,98,16,42
10,2,169,185,179
17,18,76,35,198
19,11,66,60,232
1,3,64,199,157
0,6,226,249,148
7,4,215,70,124
13,7,33,8,193
12,9,233,194,69
10,5,222,15,135
14,17,27,57,32
7,16,209,51,188
7,12,202,202,124
12,18,250,136,141
6,4,142,145,216
14,6,242,11,210
4,2,107,69,89
18,12,161,212,177
1,2,99,219,107
7,1,22,238,248
17,14,173,46,148
12,6,133,185,181
16,15,104,179,94
5,10,228,12,231
11,12,181,15,219
3,11,154,210,41
7,4,230,120,17
9,2,180,232,184
6,10,101,223,136
5,6,126,177,159
6,2,166,102,13
9,14,227,117,239
4,5,206,125,102
6,2,121,206,34
17,4,35,50,52
5,11,162,159,107
14,4,163,193,147
13,19,59,32,187
9,18,25,2,231
17,13,228,82,17
13,19,215,98,221
5,14,172,56,128
17,2,82,182,9
5,5,6,67,201
7,4,244,127,228
10,16,225,145,124
16,5,126,6,11
15,18,208,103,239
5,0,55,44,9
15,5,42,32,199
9,4,12,21,42
0,19,241,91,158
0,3,79,37,211
0,3,113,55,76
19,17,125,18,245
16,11,95,232,209
12,0,97,221,124
8,3,122,128,14
4,1,9,185,223
1,18,252,7,133
5,10,114,9,68
14,2,99,139,254
2,18,69,193,21
4,2,193,240,189
10,12,52,91,150
4,19,214,217,10
3,17,205,131,196
2,15,207,121,13
6,8,231,130,0
3,8,12,127,28
19,11,14,97,44
16,7,196,249,22
3,19,37,80,58
12,18,182,215,111
8,1,170,163,109
5,7,20,202,198
14,0,157,219,215
12,5,199,202,31
10,17,119,192,217
5,12,0,67,113
1,15,204,109,127
14,17,110,171,23
1,3,163,41,20
19,5,110,0,177
13,19,98,206,105
14,3,176,93,43
7,5,246,119,13
8,9,192,5,192
5,8,48,152,121
9,15,246,29,115
12,7,70,40,77
17,5,239,193,243
19,1,202,35,141
5,19,151,231,239
4,8,27,47,9
15,15,142,125,83
0,4,128,148,39
10,2,66,76,163
3,4,177,86,135
7,5,209,122,192
0,12,78,37,235
9,11,74,123,208
2,7,32,75,143
10,7,5,166,75
18,1,79,115,162
8,14,97,197,217
19,7,248,34,82
1,3,240,157,43
12,7,148,219,68
12,19,206,126,158
2,5,123,78,34
10,1,157,11,217
5,17,19,64,163
6,17,108,200,194
18,5,86,253,74
10,16,164,31,203
4,8,178,75,107
2,16,225,121,73
11,13,62,195,141
14,1,253,228,206
4,12,151,195,9
16,12,156,240,78
16,18,98,207,100
6,15,98,56,135
8,7,104,149,187
4,19,241,171,227
9,17,78,189,10
0,6,12,28,80
9,0,64,47,189
9,3,80,62,210
9,1,95,192,82
10,19,50,169,56
10,18,39,187,144
2,18,121,244,122
14,2,113,238,41
8,15,73,13,183
12,17,143,138,167
13,11,104,159,199
7,6,139,38,236
16,9,79,249,96
0,0,74,115,125
9,0,162,180,81
6,8,161,235,7
9,12,219,78,163
18,19,147,29,199
9,16,142,137,186
9,17,115,185,158
5,4,142,225,56
14,19,163,149,174
4,1,112,118,86
2,11,37,219,162
9,1,189,158,11
6,0,157,147,143
12,13,165,25,155
6,18,204,203,152
17,13,36,129,162
3,14,187,89,158
5,6,237,59,218
3,13,196,38,127
13,1,44,165,184
6,17,243,39,79
16,7,2,234,120
12,6,161,129,198
7,13,146,38,233
11,17,200,209,190
16,2,49,154,187
0,3,79,155,155
5,7,69,218,105
17,0,235,65,253
4,11,93,63,92
14,12,63,45,229
3,14,114,42,79
10,18,252,225,29
2,11,3,244,203
6,16,55,192,197
18,3,118,90,153
12,17,185,137,55
14,6,16,95,41
15,7,167,38,148
2,8,206,75,47
11,7,175,145,172
12,14,228,170,155
6,7,105,160,171
7,7,170,192,230
14,5,206,210,145
19,3,150,138,92
10,6,194,228,209
5,16,120,224,228
16,15,46,158,180
6,16,93,181,11
14,18,36,19,130
4,12,3,173,221
11,5,50,34,221
11,12,225,68,27
3,5,4,83,157
16,6,117,42,25
8,5,54,21,52
16,19,206,189,90
11,8,22,97,154
1,4,196,195,137
8,6,223,152,198
12,10,245,77,188
7,18,77,151,32
8,10,236,56,46
8,8,200,154,142
4,9,25,246,142
16,0,163,175,132
16,5,184,82,46
18,17,41,214,57
9,8,157,183,142
7,5,224,223,126
13,17,195,153,138
16,4,27,35,210
4,14,143,231,183
18,2,152,28,217
6,5,101,10,196
3,10,86,88,204
19,2,148,180,168
7,6,241,49,154
0,5,60,208,132
4,12,139,53,136
7,14,93,241,210
13,5,199,149,173
6,18,84,116,205
5,12,222,25,24
14,9,128,234,91
12,7,28,71,58
3,9,166,51,142
1,14,83,192,40
12,7,41,191,254
6,1,81,179,24
16,1,210,206,216
3,18,87,195,4
11,16,0,118,87
1,17,243,187,84
0,17,207,57,95
5,8,229,198,228
5,3,56,251,190
17,12,17,219,218
4,9,221,237,62
7,11,37,69,7
17,8,151,60,67
11,19,185,3,167
17,4,78,177,29
8,4,203,3,86
8,1,87,161,198
6,6,228,184,203
13,17,225,224,205
4,18,164,7,88
0,6,77,198,214
3,16,70,164,9
19,0,242,151,57
7,15,196,202,210
7,5,162,81,38
16,3,185,12,149
9,14,248,55,204
11,19,18,23,201
13,8,217,92,166
15,7,146,136,118
17,9,244,17,246
7,11,38,216,18
13,13,223,210,142
5,6,30,172,28
13,18,248,133,91
16,19,230,245,213
4,17,157,41,66
5,10,197,138,0
12,3,82,227,251
4,1,6,12,77
1,9,174,7,199
7,6,87,216,62
10,8,148,8,202
0,4,184,62,176
17,1,235,234,170
11,8,47,16,60
7,17,98,182,172
15,10,6,159,0
8,4,24,34,35
3,11,190,22,131
8,14,149,180,76
8,3,221,192,34
1,18,104,12,10
7,8,6,157,226
4,1,219,196,144
1,9,224,225,180
18,2,167,248,59
7,3,83,16,77
12,13,169,59,239
8,4,49,166,32
7,6,246,85,247
19,11,92,54,149
8,17,0,71,111
3,0,61,204,13
1,15,252,110,100
15,16,9,169,62
0,2,179,244,73
14,1,76,203,64
10,7,219,147,240
2,19,236,149,53
10,14,80,135,164
17,0,115,81,135
18,14,154,133,134
18,9,234,92,2
5,2,59,245,213
3,0,223,252,236
11,13,195,154,249
13,0,119,93,145
13,9,106,160,27
4,11,83,153,202
9,19,87,249,234
2,8,200,118,193
1,3,244,242,94
1,13,158,37,152
5,18,46,103,87
8,13,158,156,148
3,17,113,5,8
10,11,211,51,108
3,4,80,30,99
3,17,64,147,90
11,15,80,211,214
12,3,162,6,125
3,2,214,172,125
13,11,97,129,239
15,4,11,184,65
14,14,182,103,66
10,10,47,107,37
0,17,42,2,213
8,17,66,206,82
18,11,230,242,117
8,12,204,15,248
19,16,128,71,51
6,2,253,109,202
15,9,186,30,164
2,12,31,1,29
17,12,88,101,113
15,13,239,34,126
13,2,68,40,141
4,1,166,229,239
8,11,116,181,158
15,0,41,237,0
10,3,33,165,102
18,2,225,123,0
13,12,161,20,68
12,5,52,221,15
8,2,5,180,5
0,0,68,93,236
14,10,105,187,151
2,4,94,76,69
5,8,253,155,139
11,10,117,176,141
11,5,15,139,198
0,9,104,98,165
0,15,126,190,15
13,0,20,70,3
8,17,218,228,199
16,15,32,195,116
18,19,115,176,53
3,12,169,160,199
5,11,36,150,41
3,7,211,176,178
0,6,16,176,172
3,10,233,67,66
8,9,185,101,237
5,16,36,27,73
14,2,210,169,22
5,11,182,202,85
7,4,35,79,99
3,18,185,198,253
3,19,119,177,133
10,7,145,106,214
1,5,104,116,222
1,4,70,172,170
14,17,96,177,70
11,10,223,220,209
15,11,209,88,229
6,0,240,218,0
18,13,72,1,224
12,10,245,85,210
6,12,2,81,40
8,19,244,17,210
1,7,244,67,120
16,6,196,120,70
4,18,156,89,245
11,13,126,203,235
2,0,161,47,248
6,3,127,204,167
15,7,226,110,37
11,3,206,47,37
4,7,29,139,99
15,7,218,151,109
15,5,103,42,210
1,16,219,172,200
4,10,126,63,8
9,3,162,249,17
17,13,117,137,24
2,11,143,29,71
4,6,54,74,163
11,11,205,142,151
5,0,3,32,132
15,2,134,204,184
3,13,77,45,18
12,8,223,216,206
17,17,34,3,73
2,18,17,83,174
4,13,198,83,84
9,16,237,1,16
17,6,110,148,195
2,5,118,27,134
12,8,61,170,83
5,17,81,237,232
3,9,226,18,22
19,4,236,176,62
0,12,60,232,31
1,3,56,72,186
11,17,119,223,160
0,18,57,193,60
13,15,137,47,253
