xRGB,yRGB,R,G,B
8,10,227,221,144
18,8,20,219,24
5,12,124,237,14
9,14,6,64,205
11,4,230,69,107
10,6,156,93,210
2,7,171,6,145
7,11,67,143,60
19,3,122,104,57
15,13,16,0,26
18,16,243,115,178
10,17,93,150,150
0,5,239,111,94
10,1,251,236,80
16,8,160,185,59
15,15,66,174,240
0,9,7,213,64
3,13,169,123,2
5,2,29,150,128
5,1,49,39,233
3,2,19,145,12
15,2,85,156,218
3,14,87,124,37
18,1,191,187,218
8,3,229,246,139
13,4,109,67,79
10,7,188,151,83
15,8,71,16,180
1,0,29,141,109
15,12,89,21,207
7,18,155,43,211
13,8,240,124,242
7,5,7,124,52
16,5,172,2,230
13,13,141,140,84
17,8,142,254,43
14,5,23,241,16
7,2,179,157,64
8,13,4,203,237
5,3,61,26,26
14,5,84,191,31
16,4,65,155,52
0,1,103,76,36
17,9,73,72,174
17,4,178,71,6
2,14,76,29,50
1,5,64,160,35
2,16,170,174,238
0,14,197,251,226
1,18,31,91,187
14,6,32,225,176
8,4,109,146,237
8,19,144,60,74
14,9,113,57,121
19,7,222,14,12
6,18,228,145,30
7,0,194,68,192
5,13,100,56,221
17,0,198,208,116
11,13,19,62,216
0,12,116,166,3
10,12,146,169,122
4,18,72,6,178
2,2,25,244,205
9,16,9,56,11
5,5,222,7,186
13,3,250,141,92
17,7,245,20,47
5,5,243,2,34
13,8,174,8,204
13,13,166,47,177
14,7,28,142,250
7,14,177,59,49
3,2,20,34,126
19,18,113,111,253
2,11,7,223,218
3,17,38,193,247
3,3,220,157,7
12,2,11,99,167
1,1,31,245,22
11,11,146,3,8
16,8,34,100,99
14,15,241,6,10
11,14,3,63,67
5,1,245,247,73
5,10,202,100,184
15,4,197,84,147
11,7,5,31,12
14,11,94,125,139
10,6,130,41,189
14,17,33,130,144
7,13,59,23,42
9,12,76,156,173
4,16,238,249,220
15,0,36,34,201
10,15,66,221,143
7,8,12,191,224
5,9,229,130,43
12,15,127,163,171
2,12,99,194,66
2,10,23,12,207
4,19,173,130,184
9,5,183,1,132
2,9,140,147,209
18,10,186,124,4
2,7,173,183,59
3,1,122,1,51
6,9,72,82,205
18,8,146,13,173
7,15,225,155,248
13,6,206,128,217
13,11,162,247,84
17,3,78,63,89
7,14,83,145,96
8,6,115,46,94
5,11,80,42,167
7,16,206,160,242
14,6,83,22,211
9,15,205,87,5
12,14,92,61,85
1,16,9,36,151
5,11,196,6,123
6,14,210,235,171
4,1,145,13,182
6,5,129,59,168
11,10,49,1,109
2,18,163,206,130
3,16,95,217,226
0,1,188,16,174
9,11,12,31,219
18,15,81,226,236
4,16,203,32,160
4,12,148,99,13
13,16,179,160,179
9,1,33,199,170
19,7,169,54,86
0,18,198,102,188
17,17,115,205,150
19,19,144,48,194
3,3,193,157,143
11,7,100,216,115
1,10,145,221,207
0,0,38,184,166
15,10,99,70,207
0,16,71,4,208
8,13,5,151,91
2,14,195,84,184
4,3,84,10,167
13,8,143,117,52
3,15,134,107,98
5,5,250,252,187
9,12,113,71,186
1,6,211,189,60
2,8,62,49,98
16,5,43,143,232
4,13,206,24,143
5,10,210,58,70
9,0,83,176,59
3,3,65,84,165
18,17,6,28,247
16,10,236,196,82
3,10,19,131,103
6,12,27,150,161
13,1,230,72,252
6,13,190,146,156
1,4,225,181,98
11,4,242,7,9
17,1,30,163,42
0,5,246,52,67
8,19,192,126,142
18,10,189,70,145
9,1,57,34,252
13,12,142,20,105
12,0,182,81,69
14,2,70,218,232
10,3,229,10,84
12,2,54,185,224
5,0,39,106,194
19,3,64,225,154
4,14,106,94,152
16,14,15,51,210
16,10,240,57,84
14,17,181,6,36
0,3,29,244,193
6,13,23,92,38
9,1,242,173,186
2,19,65,218,223
2,7,138,94,88
6,9,2,225,155
18,3,129,130,127
16,15,74,27,197
4,19,124,94,94
9,5,44,183,0
11,10,141,12,78
2,8,189,222,171
19,17,80,193,169
0,6,83,85,106
14,3,35,241,13
3,11,22,6,126
10,17,194,159,164
2,7,60,159,55
11,17,71,99,163
17,18,65,183,213
4,14,254,126,124
16,18,162,125,81
16,5,221,36,138
7,16,54,22,19
18,17,49,199,168
5,1,211,170,166
0,3,2,85,129
9,14,227,137,178
7,10,100,50,54
15,17,243,50,158
1,13,153,119,168
3,0,215,3,187
18,4,239,105,183
3,2,199,251,189
6,2,221,233,116
17,1,129,77,181
4,14,4,226,115
8,11,66,128,93
7,15,210,17,27
6,18,121,45,58
9,7,214,66,241
6,3,249,251,49
13,4,144,243,68
2,3,77,77,126
16,14,249,148,158
14,10,49,103,180
2,0,63,13,250
7,3,136,101,199
12,11,31,6,237
9,13,215,5,87
7,4,14,2,72
8,13,216,58,36
17,10,223,113,8
17,19,18,239,103
15,14,180,122,51
10,3,115,237,67
9,17,190,76,5
7,8,46,57,30
12,19,217,39,45
15,10,121,50,49
12,14,0,150,90
5,19,38,13,101
1,0,172,214,140
2,14,102,200,80
0,15,4,131,163
12,1,0,165,5
12,11,130,226,84
17,16,90,76,177
13,2,220,58,153
8,0,95,172,156
12,18,206,231,132
9,2,81,240,216
6,14,154,180,55
2,7,192,164,28
13,7,164,179,116
0,19,173,17,161
5,13,212,173,212
2,18,198,66,124
5,9,254,128,55
10,12,74,207,138
0,16,66,155,215
3,4,201,22,187
13,3,9,209,1
19,1,30,178,130
11,15,163,182,68
10,12,33,249,220
17,4,134,19,17
1,6,93,10,64
9,5,129,58,116
3,13,17,28,141
7,9,193,250,185
0,1,158,146,0
10,5,213,238,46
7,8,83,164,160
17,19,135,42,79
3,3,105,12,218
2,12,116,84,107
19,13,64,147,41
5,11,42,171,14
0,14,223,218,85
10,19,222,254,114
1,18,39,232,6
8,12,173,72,229
12,18,246,230,131
12,8,167,123,3
19,14,103,47,160
11,8,55,250,92
17,16,9,125,11
6,4,97,28,52
16,13,44,176,28
12,19,237,23,28
0,13,135,154,130
19,9,143,78,190
4,15,232,184,145
1,18,79,29,98
10,14,183,131,19
15,7,177,151,131
4,4,226,241,36
0,8,216,53,12
12,18,136,140,2
18,3,9,78,198
15,1,239,116,52
14,14,101,143,54
13,17,34,27,133
15,3,188,238,223
14,16,250,48,86
18,16,15,106,105
19,1,59,170,77
17,9,216,237,109
9,11,68,247,132
4,1,95,13,75
4,18,199,254,35
15,4,134,232,236
11,3,220,184,52
4,5,123,242,86
11,15,59,85,161
2,0,254,130,14
10,11,130,20,245
16,9,216,207,101
10,5,229,78,87
14,10,160,148,207
13,1,7,59,124
14,3,36,216,139
5,17,158,64,149
4,11,74,227,35
13,8,184,90,142
3,2,245,169,168
18,3,119,216,145
18,6,167,165,149
5,0,220,162,239
14,6,124,61,82
12,5,5,201,88
8,4,100,35,241
14,4,225,66,93
9,11,54,55,242
12,2,129,235,67
13,0,221,106,50
12,2,157,162,153
2,15,33,249,82
8,16,64,191,167
16,16,36,246,86
11,11,81,51,146
0,7,91,168,39
14,18,222,166,75
17,16,228,171,224
16,3,192,165,66
7,2,137,203,245
14,5,28,221,3
18,19,245,50,73
17,5,233,234,34
9,3,9,11,246
11,17,92,232,245
8,16,240,60,238
4,18,49,100,201
11,2,77,187,29
17,11,82,6,60
4,10,83,197,90
18,11,186,62,139
0,15,16,134,178
13,12,92,225,248
16,19,119,55,106
17,13,48,150,191
5,19,34,20,34
12,18,97,152,165
16,7,110,195,184
10,12,64,100,234
1,12,55,231,240
12,0,105,117,106
0,14,46,8,116
1,16,169,71,12
14,2,61,2,94
6,1,9,49,209
8,13,244,150,219
9,15,50,68,141
2,7,194,108,74
11,10,251,26,115
5,14,71,253,2
6,14,2,133,0
18,8,147,169,186
2,10,150,195,239
14,2,238,18,183
3,3,212,253,84
3,5,222,117,106
13,8,42,105,147
7,18,79,122,217
5,1,25,204,134
1,4,140,41,30
5,0,137,238,146
19,4,243,160,145
1,3,208,59,92
3,7,220,160,20
16,6,200,83,240
7,7,178,189,135
3,19,95,233,31
8,18,206,31,82
11,3,196,108,90
5,2,89,9,69
19,5,242,108,120
10,2,63,12,159
9,13,127,45,83
19,10,150,158,241
4,19,160,213,112
5,13,154,55,128
3,12,240,46,196
17,8,72,45,43
2,14,8,67,114
13,3,219,167,36
4,15,160,96,186
14,19,36,186,66
4,13,239,100,18
16,5,226,251,168
1,1,95,36,107
14,15,119,244,69
11,6,249,5,4
8,3,172,20,193
3,18,210,87,187
11,6,218,124,5
15,0,158,20,91
11,0,191,46,158
12,11,204,218,63
13,1,11,169,146
0,1,158,58,47
11,1,1,134,70
13,4,194,116,37
17,14,233,64,170
11,6,93,137,208
16,0,188,146,87
3,16,177,129,30
2,12,55,105,184
17,1,55,139,87
14,4,217,42,93
5,7,161,84,246
0,8,45,11,109
16,6,185,9,49
19,8,28,239,211
10,14,32,111,118
15,5,90,13,215
7,10,17,36,9
0,0,221,196,45
17,6,80,111,20
3,1,143,233,218
0,1,52,58,16
3,9,236,2,232
16,4,159,142,199
7,5,227,16,136
4,13,111,239,87
0,4,88,127,235
1,11,231,2,103
16,8,47,104,200
1,13,69,56,80
16,2,240,246,109
16,12,155,6,93
15,13,42,61,202
8,2,58,83,217
14,15,185,201,0
8,6,192,131,45
4,1,156,251,175
6,2,200,96,147
5,17,104,187,196
0,14,111,67,231
8,0,183,95,57
14,14,244,175,251
16,14,76,179,233
0,3,25,144,73
16,19,108,223,213
9,15,52,212,190
0,18,48,79,46
3,4,203,40,81
8,0,148,176,202
1,9,9,157,16
4,14,74,47,205
12,10,75,125,24
9,9,119,92,60
10,11,57,165,201
12,2,127,11,94
6,15,79,161,245
1,6,134,70,47
16,17,98,174,69
6,15,195,194,76
2,13,160,113,95
12,12,186,178,11
13,2,17,50,151
19,19,225,46,225
2,5,81,46,191
2,3,187,251,148
17,2,67,199,3
8,12,11,38,47
1,1,196,35,89
6,8,92,229,157
18,17,237,193,22
9,3,213,206,155
11,5,198,164,34
8,16,184,228,151
10,6,36,37,215
13,7,146,12,143
6,3,247,113,243
15,6,81,33,129
13,5,123,214,169
4,19,140,102,0
17,5,235,98,188
5,14,202,190,112
15,3,72,13,89
19,2,140,235,176
14,4,71,147,47
15,2,167,139,241
4,8,89,78,64
16,1,178,79,30
14,10,219,26,23
5,10,125,249,58
2,11,167,30,21
18,19,81,150,49
18,15,63,51,174
18,13,199,231,141
18,7,104,125,12
9,17,189,191,6
2,17,212,13,58
15,3,32,61,195
7,5,11,235,147
17,2,122,101,34
13,3,190,238,97
12,16,126,84,202
17,8,19,138,63
4,6,3,249,63
9,18,21,213,78
1,11,186,141,234
8,17,48,209,127
15,14,220,24,177
12,17,3,80,20
17,16,248,77,39
14,3,62,120,36
4,15,129,22,32
9,8,232,164,95
8,13,64,37,153
0,16,213,250,149
17,19,137,133,70
5,4,104,233,98
1,1,36,159,145
2,9,133,126,29
19,2,183,16,231
5,18,57,24,69
4,13,9,130,21
16,6,2,17,13
8,2,238,52,218
6,4,191,215,21
9,1,70,254,41
10,5,52,16,89
12,15,88,161,232
4,6,44,173,48
17,12,158,61,91
14,15,254,174,199
9,9,107,57,143
1,4,164,152,193
6,18,59,14,36
6,1,84,139,105
12,2,231,176,70
15,6,37,48,143
6,10,19,186,113
14,5,142,86,211
2,4,126,188,222
19,5,12,143,50
12,12,201,247,248
4,13,99,244,80
5,1,229,54,31
11,16,152,209,246
7,1,8,229,92
12,7,95,11,17
3,13,132,58,152
4,4,33,187,207
4,8,72,28,225
19,10,35,24,79
9,1,195,170,250
15,6,190,71,27
7,8,144,65,20
7,11,242,9,57
3,6,131,85,75
12,8,247,220,122
8,11,51,57,54
5,15,149,129,239
17,18,160,242,159
7,14,113,150,234
18,10,230,44,45
13,2,59,46,87
11,16,107,89,241
3,13,138,125,244
11,2,3,84,182
2,13,98,184,180
10,1,97,178,194
2,0,212,222,13
19,11,198,238,191
19,7,28,242,212
18,3,117,246,148
2,1,81,10,195
11,9,43,232,115
2,9,91,249,70
5,5,62,204,11
5,16,145,217,125
3,10,236,17,223
10,4,157,164,87
9,4,3,171,119
5,7,1,250,148
3,2,199,166,62
16,14,116,62,59
10,16,71,223,11
12,6,91,212,41
5,0,60,189,39
19,19,12,221,124
6,11,147,121,173
1,1,102,154,102
13,7,244,3,32
5,11,192,253,241
11,11,130,53,238
10,3,190,171,27
16,13,156,87,213
7,17,118,37,197
6,17,17,167,252
13,7,61,182,154
7,16,33,57,236
8,9,184,151,18
18,12,211,95,11
6,8,228,100,64
1,0,157,17,226
10,7,25,172,8
1,12,230,236,11
8,10,248,135,86
5,11,188,70,60
3,9,208,212,24
2,19,1,176,36
6,14,118,163,96
11,8,52,144,220
8,12,39,252,144
19,0,250,26,106
0,1,123,96,52
9,18,72,199,82
10,9,53,150,249
14,15,62,252,164
10,2,183,83,40
2,1,12,56,166
12,4,232,209,59
15,17,192,228,213
5,11,236,186,170
4,12,246,221,56
12,9,134,131,245
5,8,114,101,198
4,7,4,48,142
4,5,90,102,61
13,3,146,124,208
14,14,92,241,175
8,17,99,251,100
5,15,162,184,96
10,9,93,127,7
17,17,145,191,78
12,17,69,222,200
0,1,237,42,4
1,2,46,49,69
10,19,237,67,39
9,7,4,126,182
9,12,1,236,17
17,11,61,10,59
13,5,242,129,144
18,13,218,237,121
13,10,179,41,118
8,1,52,160,174
5,2,147,135,110
8,7,16,63,179
1,15,142,52,178
2,10,246,226,145
17,14,59,212,63
19,16,110,16,235
8,18,105,145,194
3,16,103,70,149
1,14,215,31,44
19,6,141,108,218
18,16,216,28,7
14,12,184,208,108
4,12,218,8,59
12,15,31,79,109
2,18,219,215,242
3,12,231,78,165
17,13,189,70,125
0,9,149,85,65
4,8,41,12,72
17,11,208,46,233
4,9,168,202,206
12,18,29,71,185
16,15,60,128,184
8,9,79,168,212
17,17,4,38,0
6,18,248,90,0
15,0,170,95,236
0,3,5,83,245
7,12,70,31,246
7,18,99,185,203
13,16,213,22,92
16,14,99,157,215
11,16,188,38,234
19,14,35,47,228
15,0,183,243,137
17,18,130,25,88
6,8,83,206,51
1,6,63,234,40
16,3,112,157,148
9,14,212,6,116
4,0,211,212,3
1,4,29,85,223
4,14,252,193,171
6,14,89,212,121
0,12,24,60,51
10,13,177,65,181
19,18,106,248,156
17,13,146,138,179
5,16,164,239,121
11,1,32,227,245
11,3,184,115,35
8,7,153,11,0
14,11,201,73,149
10,0,41,166,112
6,3,162,141,139
6,7,107,250,200
17,11,95,29,188
8,14,162,1,87
12,17,102,113,35
9,12,223,173,7
19,7,81,101,32
1,13,147,55,138
0,12,1,72,124
16,14,73,196,22
3,12,62,19,50
2,18,60,141,203
11,16,96,250,89
19,11,234,217,24
5,1,3,196,169
10,16,157,210,72
11,18,84,27,12
11,13,162,88,238
4,12,9,28,138
3,12,131,58,24
8,5,40,5,209
2,11,75,175,245
12,8,210,187,49
14,6,145,211,168
9,12,58,213,94
14,12,71,237,140
18,11,20,147,212
13,5,232,212,144
18,0,240,249,126
11,7,138,126,92
15,15,252,177,76
10,2,47,93,86
3,0,249,106,202
16,13,66,127,92
15,12,117,201,160
11,4,40,164,174
10,1,1,65,172
12,14,150,71,68
18,6,30,120,182
15,6,194,52,254
13,18,65,136,66
19,19,2,188,69
0,17,245,50,217
10,0,17,250,13
19,13,41,225,31
16,18,2,119,223
3,6,122,175,174
1,1,50,95,175
4,8,70,197,87
13,5,155,206,39
3,2,231,156,45
19,12,196,25,70
11,2,199,180,154
6,11,212,32,7
2,5,246,223,185
11,18,199,185,126
7,4,51,9,82
17,2,207,134,239
7,6,229,140,62
4,1,150,209,140
12,0,45,1,201
1,11,235,177,200
1,16,65,115,44
13,17,49,232,230
10,12,97,36,60
15,14,29,97,60
7,8,87,153,157
18,6,158,228,44
15,14,158,223,122
7,10,248,203,13
7,0,151,160,0
10,0,135,184,212
3,10,6,160,177
19,8,15,9,64
5,0,114,163,82
19,4,104,21,121
11,5,148,110,162
1,3,192,180,194
17,7,183,219,254
13,10,209,32,195
19,11,32,31,159
19,11,143,247,145
1,19,36,69,107
3,9,224,108,14
4,18,237,88,50
14,5,216,152,60
17,0,67,159,225
5,14,254,0,72
7,16,186,66,46
14,5,38,1,99
17,10,135,67,0
14,1,109,128,104
10,6,52,122,37
9,11,115,241,131
8,6,191,99,137
2,4,163,75,208
9,10,142,64,236
8,12,218,64,230
17,14,184,180,243
1,8,201,47,0
9,2,220,247,189
12,8,246,146,110
5,13,236,85,135
9,19,146,49,171
0,12,232,120,86
4,13,248,190,188
9,10,23,145,101
12,6,69,240,246
1,9,4,153,96
14,6,49,88,218
1,15,208,230,195
10,17,57,46,17
3,13,204,83,89
18,14,153,102,11
19,6,40,127,185
0,14,135,74,23
18,0,108,202,244
13,15,22,152,217
8,1,9,37,64
13,0,125,235,231
16,3,154,43,63
6,8,195,179,68
6,5,250,240,224
8,0,169,238,107
17,13,204,70,205
19,16,10,226,236
12,9,77,26,229
10,14,150,46,139
3,6,184,203,100
2,16,216,51,69
1,16,206,109,192
5,18,99,151,230
14,12,20,254,145
12,9,44,143,147
11,1,178,217,173
18,3,216,120,79
5,17,219,78,68
10,15,32,123,143
11,13,51,159,184
19,18,12,138,88
4,16,80,53,146
7,10,19,11,201
10,3,61,155,104
8,18,226,225,1
18,18,148,212,219
19,14,230,243,72
1,7,42,203,88
11,12,133,17,164
19,0,99,109,16
5,7,26,26,166
12,10,118,241,237
11,15,165,227,252
6,0,117,176,205
4,6,7,25,141
19,15,171,6,154
17,4,161,238,77
4,13,3,215,229
4,12,200,220,132
1,1,20,33,210
8,9,193,111,56
11,6,44,223,215
0,5,30,138,75
9,11,99,101,33
19,19,112,56,103
6,9,83,156,157
9,3,18,93,34
13,14,215,163,133
15,15,103,69,35
13,15,49,181,9
8,17,250,221,64
19,7,140,223,165
14,6,144,194,150
1,8,144,251,67
7,8,207,52,118
0,11,144,45,176
14,16,99,104,242
11,18,188,35,109
1,9,127,196,161
14,12,214,100,50
17,14,132,31,74
3,14,108,249,238
19,7,156,186,231
16,19,179,204,29
8,5,133,112,89
1,2,61,198,148
16,2,64,83,151
15,5,57,31,115
0,0,83,246,110
19,8,152,225,224
0,10,179,123,133
3,4,10,235,154
7,11,117,134,219
0,1,152,70,185
5,1,62,186,77
9,18,61,147,240
1,8,231,232,219
19,3,254,65,183
9,12,213,43,33
1,11,188,217,171
15,10,136,93,185
1,2,216,153,142
18,5,140,236,132
5,8,22,26,82
10,8,18,217,41
14,13,209,28,87
2,13,250,0,206
16,2,64,232,252
8,13,122,59,103
1,9,184,194,201
1,14,225,162,86
16,16,169,9,183
10,2,250,129,6
16,8,99,117,54
13,0,149,5,58
18,15,244,159,238
1,6,239,161,216
12,19,222,18,3
16,1,221,220,110
18,7,138,230,126
14,14,113,243,2
3,3,235,110,183
17,15,56,216,63
3,2,110,150,23
17,16,1,208,84
7,0,236,32,159
4,17,168,196,33
10,5,130,152,32
18,17,40,27,209
2,2,60,104,214
4,10,3,11,237
16,17,226,240,112
6,8,235,136,189
8,9,153,63,155
14,8,9,190,97
17,6,47,25,31
0,18,121,10,231
19,9,224,84,192
7,8,86,215,24
19,6,43,195,56
17,2,60,189,70
14,9,60,76,250
4,5,163,201,91
1,5,157,32,167
0,14,137,36,5
11,19,74,45,231
13,0,231,44,148
4,18,65,209,82
7,12,156,137,244
12,14,189,221,130
2,0,196,253,149
9,8,139,7,138
4,11,24,173,146
6,9,32,91,228
6,1,215,14,176
6,19,147,137,130
5,1,236,236,13
17,11,139,125,247
13,4,126,98,113
14,17,243,215,253
0,19,228,200,223
18,12,139,176,34
18,4,12,8,73
12,14,229,137,199
2,13,130,131,206
18,14,134,247,65
5,1,53,23,152
4,18,139,145,212
14,15,10,158,253
3,5,116,67,96
10,9,225,166,33
14,7,38,123,222
4,19,102,170,152
14,4,27,9,166
9,15,100,245,171
12,2,226,37,83
4,12,67,59,124
7,0,90,34,39
16,16,38,185,121
4,18,235,102,42
14,3,79,3,45
1,6,126,138,254
4,19,0,158,63
5,8,243,40,211
5,12,228,148,252
13,10,3,14,194
12,2,81,143,240
7,9,145,184,189
19,1,149,125,164
7,19,201,7,66
17,13,65,211,31
10,11,227,233,92
6,17,249,130,154
1,12,62,96,102
12,15,194,236,5
2,16,119,194,107
3,18,252,169,145
0,17,230,75,201
6,15,127,137,140
3,6,213,86,110
11,19,132,15,20
9,18,62,162,67
1,8,70,205,204
12,10,207,100,115
9,1,150,56,141
0,15,6,235,123
11,14,71,60,230
6,5,115,156,148
0,8,250,167,33
7,1,179,164,58
3,18,106,181,142
0,12,44,30,26
18,18,155,221,238
8,13,26,161,225
16,6,252,59,169
7,11,221,114,247
15,16,168,124,166
5,0,166,245,14
6,4,36,70,149
13,6,31,101,31
7,5,121,197,232
18,2,161,185,105
2,10,165,250,31
6,11,230,156,176
18,19,27,174,37
0,3,65,244,204
15,15,3,207,234
11,13,224,128,133
15,19,209,103,191
19,11,210,67,159
4,16,165,81,33
19,5,65,145,51
2,11,165,197,220
16,15,100,5,28
2,10,227,152,144
15,17,81,140,159
15,13,117,163,23
5,16,5,35,156
10,12,186,20,162
12,9,31,124,217
3,3,192,141,95
2,11,60,17,237
17,8,50,98,25
4,19,106,15,235
15,0,16,180,132
5,4,90,74,174
7,9,62,124,135
13,7,215,14,51
17,2,185,190,95
14,16,14,129,88
9,0,14,157,73
2,12,16,183,233
1,15,194,91,218
12,17,179,50,27
7,14,142,241,19
16,5,241,99,79
3,9,167,24,245
4,14,81,61,114
10,1,38,253,112
9,9,166,58,36
4,5,24,173,209
7,5,209,209,67
4,4,243,108,116
12,2,37,209,47
0,16,0,226,100
6,6,34,107,80
2,18,219,224,137
6,5,198,118,234
10,12,99,161,107
2,15,252,44,202
11,7,208,88,246
15,13,45,215,129
19,17,132,164,52
13,12,234,2,250
11,19,12,0,57
16,5,61,197,13
18,12,161,254,10
18,10,55,58,93
1,8,171,246,42
5,5,252,101,99
11,0,151,49,243
19,18,164,213,161
14,14,191,154,30
19,19,237,218,69
4,5,114,107,148
5,17,53,207,231
1,7,33,81,174
2,7,86,56,154
2,12,15,155,59
17,7,102,164,195
17,11,166,68,217
14,12,32,140,235
19,2,26,241,40
15,5,139,84,83
16,19,195,133,60
12,12,221,47,93
4,4,52,221,159
12,8,12,194,139
6,19,68,231,153
16,4,11,103,16
18,2,128,124,83
15,15,215,162,180
19,10,1,116,77
13,2,96,223,6
14,9,198,94,209
6,16,53,168,105
6,18,110,122,47
7,18,81,219,197
14,15,239,35,150
5,5,104,193,17
13,0,245,188,166
12,7,51,223,121
0,13,86,78,87
1,8,169,254,123
3,13,228,236,114
9,16,215,183,27
16,13,203,177,122
1,19,115,71,29
6,17,28,129,13
15,9,98,57,30
4,19,97,139,15
12,10,123,126,218
15,18,123,15,27
19,5,166,122,96
19,6,174,172,194
9,8,184,12,202
1,7,204,66,118
11,3,213,53,70
14,15,206,252,56
15,4,182,243,221
18,13,72,107,179
17,2,61,171,87
19,3,79,231,54
0,2,218,111,58
5,8,49,54,216
2,8,73,233,209
1,10,215,125,234
13,6,237,48,50
2,15,192,179,28
19,0,61,251,196
19,3,23,202,41
12,15,32,7,122
3,8,109,67,72
6,12,5,116,102
11,2,97,82,234
15,12,17,56,178
6,8,2,200,143
13,10,199,174,152
8,0,1,22,177
16,16,133,216,84
11,12,205,58,202
11,5,28,205,51
11,2,185,187,76
3,5,243,56,239
18,8,157,141,245
6,9,19,78,77
17,11,105,223,153
18,11,183,67,45
18,1,76,237,220
10,0,41,234,49
0,12,169,139,245
13,8,249,38,218
19,9,80,11,198
12,1,175,199,121
7,10,190,183,167
3,12,145,217,127
6,10,41,78,207
18,13,83,223,118
9,3,230,28,51
5,0,28,59,107
19,17,88,212,235
11,8,15,38,236
0,15,28,199,116
5,13,74,228,191
15,19,245,147,58
3,18,178,109,123
7,12,191,65,159
2,5,235,65,6
9,2,90,221,120
2,9,212,30,42
9,5,210,201,106
18,14,55,55,14
11,2,88,220,144
9,19,224,202,9
10,12,221,21,165
14,10,58,236,154
18,1,35,65,191
11,9,102,160,41
8,5,237,103,215
19,6,167,147,81
11,19,5,84,33
9,16,199,174,122
10,18,103,153,89
1,15,127,3,69
13,16,8,39,254
5,6,116,153,223
10,14,78,77,92
17,13,188,39,95
16,19,37,105,5
0,4,106,224,246
10,8,228,62,100
14,18,252,165,192
4,4,201,88,99
10,16,207,85,188
18,9,78,83,232
16,5,88,80,234
3,15,152,218,178
15,3,2,150,59
10,10,170,133,238
1,0,126,187,247
3,17,152,111,110
5,1,40,107,42
10,15,111,100,69
9,16,6,157,118
