xRGB,yRGB,R,G,B
1.869,5.825,68.000,22.000,164.000
11.980,15.071,33.000,180.000,161.000
9.901,6.016,253.000,144.000,34.000
3.143,17.701,172.000,159.000,226.000
8.852,3.311,215.000,41.000,46.000
17.780,12.113,87.000,233.000,177.000
12.995,14.188,122.000,142.000,234.000
13.772,15.163,71.000,114.000,154.000
14.132,8.384,229.000,139.000,183.000
12.230,10.257,178.000,211.000,30.000
8.884,5.119,6.000,196.000,218.000
16.003,2.796,99.000,168.000,36.000
1.900,2.172,213.000,39.000,224.000
14.720,7.247,13.000,246.000,97.000
9.736,6.656,149.000,31.000,58.000
19.223,1.945,98.000,229.000,165.000
16.051,10.273,73.000,216.000,113.000
15.824,5.680,191.000,4.000,132.000
14.140,6.173,11.000,51.000,254.000
10.965,9.196,144.000,46.000,5.000
17.600,6.391,85.000,74.000,146.000
10.853,16.043,162.000,88.000,158.000
9.638,0.382,65.000,167.000,67.000
12.232,12.793,104.000,58.000,170.000
0.157,10.144,198.000,209.000,116.000
4.809,6.823,244.000,75.000,170.000
8.358,4.861,34.000,204.000,178.000
18.136,7.219,204.000,180.000,19.000
14.917,10.922,145.000,129.000,240.000
1.605,1.882,15.000,155.000,62.000
8.200,-0.007,246.000,218.000,190.000
8.171,2.899,25.000,0.000,238.000
15.793,17.327,48.000,66.000,1.000
9.963,7.873,200.000,84.000,78.000
3.216,17.685,180.000,8.000,25.000
4.245,13.156,73.000,128.000,133.000
7.310,5.971,14.000,243.000,190.000
1.224,3.400,22.000,64.000,227.000
17.397,-0.196,230.000,119.000,244.000
8.341,13.936,117.000,209.000,74.000
15.179,2.747,174.000,220.000,166.000
0.671,11.156,81.000,220.000,96.000
13.270,8.837,246.000,64.000,116.000
17.097,11.285,206.000,163.000,245.000
14.972,2.654,70.000,91.000,26.000
10.345,15.151,87.000,153.000,6.000
6.385,13.190,0.000,18.000,237.000
6.280,19.289,61.000,232.000,63.000
10.179,15.223,183.000,76.000,168.000
8.015,4.812,165.000,28.000,139.000
9.048,16.712,99.000,115.000,160.000
10.641,3.697,68.000,54.000,79.000
11.108,11.894,234.000,247.000,187.000
17.051,7.357,167.000,113.000,165.000
6.099,4.248,102.000,18.000,121.000
13.244,4.696,151.000,198.000,100.000
5.622,11.690,147.000,195.000,126.000
12.714,13.174,68.000,146.000,146.000
11.214,12.944,1.000,185.000,22.000
15.753,15.098,252.000,62.000,129.000
2.298,4.654,138.000,95.000,31.000
7.860,1.161,144.000,46.000,174.000
8.912,14.201,226.000,213.000,202.000
0.015,14.074,48.000,126.000,138.000
18.615,3.231,221.000,159.000,24.000
7.041,5.330,48.000,142.000,81.000
12.022,18.943,161.000,86.000,85.000
1.278,12.891,113.000,220.000,162.000
4.026,5.711,196.000,176.000,0.000
12.939,4.146,197.000,233.000,186.000
2.601,3.973,178.000,207.000,67.000
18.654,2.369,249.000,33.000,152.000
8.358,5.053,88.000,189.000,205.000
17.820,11.688,90.000,209.000,192.000
17.130,18.013,30.000,232.000,210.000
16.876,10.669,47.000,112.000,110.000
18.950,6.853,90.000,38.000,166.000
15.210,3.041,135.000,187.000,158.000
3.987,5.136,103.000,93.000,205.000
8.003,16.908,214.000,229.000,211.000
9.769,4.367,204.000,38.000,232.000
8.950,1.623,158.000,122.000,1.000
1.638,8.747,84.000,117.000,13.000
19.237,2.640,54.000,10.000,115.000
12.073,16.166,51.000,123.000,163.000
9.630,9.377,39.000,214.000,179.000
15.678,4.921,123.000,251.000,83.000
14.159,11.060,104.000,237.000,17.000
8.004,11.998,181.000,141.000,47.000
13.736,6.065,245.000,172.000,8.000
1.890,8.886,51.000,209.000,8.000
4.767,13.900,49.000,32.000,246.000
15.617,1.975,249.000,85.000,67.000
16.021,17.834,130.000,207.000,130.000
9.141,5.393,47.000,12.000,92.000
12.917,18.986,193.000,117.000,92.000
7.858,6.927,122.000,124.000,172.000
16.047,4.749,77.000,117.000,242.000
18.753,16.003,24.000,112.000,156.000
18.000,0.969,29.000,106.000,10.000
8.983,13.646,29.000,231.000,30.000
4.859,14.144,100.000,173.000,15.000
2.715,5.636,2.000,44.000,60.000
0.098,1.039,162.000,237.000,205.000
10.869,1.679,86.000,87.000,67.000
13.305,11.620,142.000,151.000,207.000
9.260,0.024,50.000,143.000,57.000
10.772,7.357,236.000,145.000,34.000
2.977,3.679,208.000,128.000,40.000
4.925,15.674,243.000,88.000,191.000
5.719,7.220,169.000,73.000,134.000
13.883,14.795,7.000,1.000,45.000
2.165,8.641,25.000,78.000,47.000
10.120,7.669,126.000,246.000,71.000
6.038,18.780,13.000,80.000,157.000
2.325,8.766,105.000,102.000,41.000
8.119,1.936,103.000,199.000,139.000
1.361,9.276,106.000,88.000,129.000
4.376,1.212,106.000,37.000,151.000
17.075,0.978,131.000,53.000,105.000
16.668,14.372,102.000,140.000,190.000
15.022,1.133,160.000,4.000,205.000
14.269,17.927,249.000,130.000,34.000
13.723,13.017,238.000,27.000,61.000
-0.400,18.236,246.000,248.000,231.000
4.168,13.051,123.000,240.000,237.000
3.051,2.072,45.000,4.000,102.000
4.152,7.284,110.000,36.000,183.000
18.294,17.045,140.000,8.000,238.000
0.079,11.675,175.000,197.000,79.000
4.010,8.285,142.000,92.000,106.000
7.129,4.673,163.000,77.000,127.000
15.271,17.796,34.000,195.000,224.000
0.952,14.775,42.000,72.000,3.000
0.208,12.092,230.000,188.000,85.000
9.129,2.826,216.000,215.000,60.000
0.247,8.234,165.000,212.000,195.000
9.660,13.604,134.000,145.000,244.000
3.724,1.326,179.000,4.000,64.000
14.398,5.875,139.000,205.000,33.000
0.844,19.342,21.000,71.000,225.000
3.751,9.364,127.000,221.000,4.000
5.660,16.653,237.000,79.000,46.000
6.871,4.374,92.000,254.000,125.000
15.604,10.641,243.000,94.000,151.000
0.254,11.231,10.000,191.000,222.000
16.843,0.241,119.000,122.000,106.000
11.827,18.921,81.000,90.000,230.000
7.688,0.181,226.000,238.000,37.000
18.143,7.238,197.000,207.000,181.000
11.874,18.214,110.000,238.000,169.000
15.085,18.624,158.000,244.000,119.000
3.979,12.312,141.000,230.000,146.000
12.196,15.155,230.000,1.000,213.000
2.991,0.638,116.000,235.000,195.000
15.851,3.168,63.000,9.000,38.000
7.774,9.902,243.000,237.000,165.000
-0.353,4.178,147.000,34.000,26.000
10.380,1.269,8.000,15.000,89.000
0.032,8.052,139.000,90.000,147.000
12.215,17.709,39.000,122.000,150.000
3.788,15.079,3.000,153.000,145.000
1.705,17.249,147.000,253.000,159.000
1.237,14.317,114.000,62.000,98.000
10.690,12.131,208.000,19.000,65.000
5.630,4.017,62.000,241.000,186.000
18.920,3.890,90.000,38.000,105.000
9.861,14.842,243.000,5.000,191.000
15.269,5.043,205.000,52.000,223.000
19.013,5.700,24.000,250.000,41.000
9.638,1.906,100.000,33.000,205.000
0.043,11.987,27.000,179.000,175.000
9.145,10.694,229.000,21.000,116.000
11.915,8.627,102.000,245.000,252.000
9.144,18.383,97.000,81.000,108.000
1.360,6.638,17.000,204.000,245.000
5.921,17.811,210.000,218.000,218.000
5.155,14.388,159.000,160.000,148.000
2.015,6.188,187.000,112.000,99.000
2.893,16.832,78.000,113.000,21.000
17.245,12.721,30.000,6.000,9.000
8.887,17.789,162.000,99.000,125.000
10.095,0.097,171.000,140.000,53.000
7.958,13.841,23.000,145.000,254.000
15.666,10.901,148.000,241.000,78.000
2.120,16.251,19.000,8.000,136.000
4.846,13.763,137.000,48.000,183.000
19.064,2.392,120.000,243.000,159.000
15.146,14.148,205.000,11.000,97.000
19.121,14.629,22.000,74.000,144.000
17.245,18.647,98.000,172.000,249.000
8.381,6.803,17.000,220.000,169.000
7.306,9.302,238.000,79.000,138.000
4.174,3.360,162.000,79.000,71.000
18.899,15.746,249.000,104.000,62.000
16.343,4.288,130.000,230.000,252.000
17.984,16.117,218.000,10.000,59.000
8.769,15.981,218.000,126.000,175.000
11.327,1.369,26.000,97.000,67.000
16.979,2.093,157.000,224.000,252.000
18.390,6.305,149.000,134.000,91.000
12.925,16.255,246.000,211.000,111.000
9.237,18.265,36.000,73.000,32.000
13.169,5.919,80.000,247.000,37.000
5.129,15.190,87.000,14.000,117.000
12.864,7.157,153.000,187.000,165.000
13.255,4.752,128.000,221.000,123.000
12.633,17.317,199.000,103.000,66.000
1.960,6.726,252.000,171.000,154.000
19.335,14.905,239.000,126.000,163.000
7.950,5.042,172.000,198.000,96.000
11.976,15.889,164.000,247.000,42.000
1.822,16.221,169.000,80.000,20.000
17.675,15.018,0.000,229.000,4.000
11.201,15.970,111.000,185.000,220.000
5.773,14.635,67.000,222.000,107.000
12.772,9.318,42.000,110.000,70.000
19.242,4.307,174.000,47.000,223.000
16.330,2.081,30.000,77.000,183.000
12.764,7.777,80.000,223.000,116.000
10.633,8.927,170.000,113.000,223.000
6.893,7.916,174.000,80.000,40.000
10.204,9.658,94.000,247.000,32.000
4.839,13.960,242.000,166.000,209.000
18.693,11.629,83.000,215.000,128.000
16.841,-0.132,161.000,89.000,211.000
18.748,-0.380,177.000,214.000,40.000
9.703,9.615,154.000,119.000,36.000
9.914,8.239,79.000,52.000,81.000
18.399,2.070,204.000,93.000,208.000
2.995,6.895,41.000,166.000,19.000
6.855,11.257,54.000,84.000,53.000
12.371,9.368,205.000,215.000,1.000
6.020,8.777,184.000,86.000,193.000
2.373,5.083,181.000,77.000,188.000
1.788,2.857,127.000,30.000,35.000
12.019,7.292,56.000,138.000,61.000
5.731,14.825,180.000,181.000,209.000
16.678,4.148,160.000,89.000,149.000
-0.131,19.337,145.000,27.000,114.000
17.265,16.089,45.000,173.000,84.000
7.743,10.271,193.000,239.000,31.000
6.667,18.388,254.000,103.000,31.000
8.802,14.827,121.000,115.000,215.000
16.877,14.851,36.000,244.000,250.000
19.337,-0.269,243.000,111.000,73.000
9.924,13.798,69.000,7.000,63.000
6.914,9.339,75.000,31.000,209.000
7.820,14.870,94.000,77.000,75.000
17.951,17.056,37.000,59.000,185.000
4.900,18.731,3.000,172.000,99.000
5.789,1.938,109.000,106.000,48.000
13.162,9.148,216.000,214.000,69.000
16.052,-0.082,88.000,212.000,128.000
8.059,12.334,35.000,161.000,13.000
15.624,0.985,156.000,74.000,174.000
14.284,11.013,203.000,225.000,241.000
8.686,8.223,253.000,159.000,180.000
11.244,19.029,136.000,221.000,186.000
14.204,15.061,153.000,14.000,38.000
9.643,6.631,216.000,244.000,53.000
13.612,9.365,177.000,50.000,116.000
0.369,8.921,245.000,86.000,82.000
3.354,5.003,175.000,212.000,199.000
19.396,17.379,246.000,125.000,167.000
1.838,15.315,17.000,221.000,112.000
4.608,11.803,189.000,93.000,0.000
10.656,1.676,177.000,217.000,74.000
5.355,10.054,69.000,185.000,71.000
2.801,7.397,42.000,89.000,137.000
1.087,15.323,15.000,217.000,254.000
1.027,7.002,40.000,91.000,208.000
9.691,2.780,98.000,252.000,242.000
4.625,9.817,110.000,23.000,237.000
17.047,0.639,182.000,249.000,121.000
14.992,18.727,20.000,42.000,190.000
17.910,16.821,176.000,148.000,231.000
12.125,1.858,21.000,6.000,253.000
1.097,1.937,147.000,203.000,63.000
2.343,13.073,241.000,224.000,86.000
2.394,16.749,89.000,78.000,243.000
14.349,16.859,83.000,217.000,228.000
12.884,6.834,66.000,72.000,193.000
0.876,3.089,191.000,221.000,116.000
4.010,6.355,212.000,216.000,165.000
11.061,3.899,242.000,167.000,132.000
18.308,2.710,205.000,209.000,161.000
3.997,17.616,91.000,70.000,116.000
10.328,1.391,40.000,95.000,33.000
12.247,4.298,252.000,122.000,111.000
2.617,11.383,218.000,54.000,7.000
7.255,12.694,39.000,8.000,14.000
2.984,18.013,130.000,101.000,218.000
10.962,11.698,236.000,253.000,214.000
6.377,12.294,107.000,249.000,138.000
17.675,6.382,65.000,43.000,167.000
15.224,19.321,229.000,238.000,169.000
14.836,5.365,118.000,174.000,66.000
3.950,1.325,77.000,208.000,147.000
19.189,6.770,88.000,26.000,29.000
13.156,4.976,163.000,25.000,60.000
7.310,3.967,49.000,133.000,64.000
18.677,1.154,95.000,201.000,207.000
2.674,7.662,99.000,26.000,32.000
10.149,6.965,123.000,192.000,108.000
12.271,14.976,129.000,116.000,206.000
13.109,2.999,185.000,106.000,233.000
6.384,0.898,137.000,226.000,94.000
15.805,16.266,208.000,168.000,52.000
15.253,18.357,3.000,187.000,131.000
12.360,16.228,193.000,159.000,230.000
10.753,10.924,237.000,121.000,28.000
0.371,0.371,62.000,66.000,128.000
12.704,16.892,79.000,242.000,218.000
9.249,12.719,0.000,39.000,30.000
7.043,11.914,188.000,39.000,123.000
4.305,3.699,95.000,210.000,130.000
17.179,4.893,243.000,61.000,151.000
16.673,18.109,246.000,4.000,131.000
0.094,5.376,54.000,247.000,248.000
16.756,4.693,218.000,243.000,179.000
0.385,12.328,29.000,170.000,171.000
3.259,17.320,107.000,250.000,124.000
17.144,12.344,226.000,60.000,92.000
14.051,10.780,204.000,13.000,47.000
13.610,16.996,63.000,107.000,113.000
13.280,4.345,13.000,244.000,72.000
18.233,2.386,133.000,138.000,189.000
7.791,9.899,127.000,123.000,133.000
5.387,3.667,131.000,197.000,109.000
16.164,10.012,37.000,155.000,199.000
15.871,8.818,89.000,199.000,208.000
10.711,4.603,248.000,163.000,252.000
16.959,8.213,34.000,81.000,114.000
7.176,17.865,172.000,213.000,183.000
9.364,17.990,241.000,202.000,180.000
8.328,2.747,74.000,242.000,249.000
-0.309,3.644,135.000,145.000,76.000
13.718,18.669,170.000,18.000,152.000
15.728,6.756,180.000,30.000,154.000
13.384,8.935,230.000,143.000,140.000
15.847,8.243,36.000,17.000,186.000
13.876,12.019,71.000,53.000,167.000
9.277,6.019,22.000,235.000,61.000
11.882,2.210,110.000,66.000,239.000
1.810,16.602,194.000,159.000,229.000
3.349,17.874,7.000,245.000,137.000
0.315,7.944,24.000,192.000,164.000
17.653,12.142,75.000,246.000,230.000
9.842,6.777,128.000,150.000,59.000
14.334,11.140,193.000,183.000,51.000
16.750,12.826,128.000,60.000,44.000
7.314,8.990,20.000,190.000,158.000
13.619,4.704,119.000,112.000,38.000
13.849,19.228,239.000,47.000,59.000
4.252,7.326,46.000,132.000,29.000
18.193,9.852,178.000,179.000,96.000
6.805,17.346,66.000,189.000,182.000
17.325,3.017,123.000,218.000,68.000
0.096,2.030,189.000,215.000,2.000
16.620,5.740,10.000,228.000,47.000
14.730,12.303,136.000,18.000,208.000
12.926,13.658,45.000,75.000,209.000
11.119,13.160,191.000,33.000,65.000
14.829,10.944,187.000,29.000,3.000
12.067,12.334,128.000,130.000,59.000
2.312,12.278,193.000,218.000,93.000
5.809,7.889,231.000,75.000,236.000
4.190,6.612,61.000,145.000,77.000
13.280,15.864,34.000,121.000,158.000
3.831,9.349,51.000,177.000,172.000
16.902,13.954,108.000,32.000,135.000
6.971,4.974,37.000,249.000,237.000
0.836,1.749,103.000,241.000,167.000
2.241,8.638,48.000,180.000,172.000
8.109,19.055,190.000,1.000,32.000
16.301,17.183,22.000,168.000,212.000
7.765,17.729,148.000,171.000,30.000
14.834,3.206,221.000,178.000,13.000
18.759,5.966,140.000,227.000,5.000
0.918,8.051,179.000,73.000,59.000
15.845,13.099,4.000,66.000,68.000
2.389,9.229,143.000,225.000,206.000
0.753,10.258,34.000,54.000,34.000
13.939,1.841,18.000,252.000,18.000
19.062,7.682,121.000,174.000,167.000
9.988,5.295,197.000,37.000,83.000
15.033,6.143,240.000,145.000,189.000
15.346,16.020,225.000,210.000,32.000
16.861,7.761,222.000,205.000,147.000
5.286,11.718,210.000,5.000,13.000
5.129,16.739,177.000,27.000,122.000
10.686,15.120,124.000,179.000,146.000
10.391,8.639,92.000,251.000,163.000
2.955,1.311,229.000,79.000,83.000
12.699,4.302,249.000,173.000,121.000
1.884,16.921,40.000,52.000,149.000
0.752,14.741,45.000,175.000,130.000
3.328,14.234,105.000,52.000,55.000
11.741,1.938,190.000,190.000,20.000
17.179,5.033,100.000,10.000,187.000
12.729,8.915,10.000,153.000,12.000
0.039,18.889,40.000,213.000,54.000
11.018,16.092,230.000,19.000,191.000
11.018,10.945,0.000,160.000,219.000
17.767,13.248,197.000,201.000,134.000
9.848,16.879,133.000,52.000,13.000
1.780,2.301,42.000,110.000,147.000
19.213,1.608,56.000,140.000,162.000
16.256,7.777,130.000,202.000,82.000
16.231,3.901,17.000,21.000,45.000
1.819,18.951,60.000,6.000,83.000
5.239,3.197,219.000,116.000,230.000
12.165,6.147,137.000,78.000,171.000
3.606,16.168,90.000,219.000,28.000
6.696,12.832,147.000,214.000,248.000
12.742,17.148,31.000,91.000,211.000
11.320,13.231,132.000,41.000,200.000
19.168,14.815,102.000,223.000,34.000
0.930,11.335,196.000,43.000,248.000
11.060,14.829,27.000,151.000,37.000
15.897,8.810,86.000,139.000,151.000
13.772,17.025,232.000,39.000,218.000
3.658,6.942,15.000,187.000,2.000
15.097,8.716,7.000,103.000,227.000
2.981,7.802,37.000,198.000,100.000
6.115,15.696,166.000,104.000,180.000
7.181,4.676,87.000,219.000,113.000
8.811,16.311,62.000,79.000,219.000
10.664,4.791,236.000,56.000,132.000
16.661,12.835,144.000,44.000,161.000
17.224,10.788,251.000,136.000,156.000
13.768,15.922,35.000,71.000,8.000
11.370,11.918,9.000,6.000,160.000
12.103,11.777,105.000,53.000,245.000
3.953,9.923,188.000,240.000,39.000
8.202,10.166,4.000,222.000,159.000
2.336,4.047,57.000,221.000,235.000
4.179,4.150,208.000,210.000,192.000
15.927,-0.059,172.000,254.000,143.000
18.176,9.669,142.000,191.000,119.000
9.678,15.948,239.000,236.000,124.000
0.786,11.859,66.000,173.000,139.000
8.262,2.981,206.000,64.000,128.000
8.253,16.835,200.000,25.000,103.000
9.334,12.770,50.000,18.000,199.000
15.777,15.722,66.000,77.000,77.000
9.983,12.743,212.000,119.000,58.000
10.750,16.787,103.000,44.000,236.000
8.187,2.301,72.000,161.000,112.000
17.690,15.727,2.000,172.000,57.000
13.987,19.078,82.000,187.000,209.000
10.649,14.208,185.000,118.000,87.000
1.845,1.119,46.000,135.000,54.000
17.957,5.794,107.000,121.000,85.000
8.325,6.398,238.000,171.000,238.000
19.216,4.884,52.000,85.000,219.000
17.325,4.101,104.000,168.000,227.000
-0.065,3.913,91.000,123.000,139.000
1.373,5.621,104.000,194.000,117.000
13.001,2.791,138.000,66.000,148.000
12.335,9.730,236.000,71.000,12.000
-0.089,16.749,123.000,199.000,173.000
14.618,6.644,135.000,50.000,62.000
16.233,16.791,57.000,44.000,164.000
16.936,2.681,50.000,152.000,166.000
10.032,4.652,133.000,168.000,15.000
3.075,17.963,189.000,92.000,239.000
6.875,17.643,77.000,201.000,237.000
0.863,3.144,239.000,187.000,252.000
1.666,19.144,73.000,79.000,213.000
3.822,19.272,76.000,119.000,70.000
4.711,7.967,81.000,241.000,237.000
1.602,1.134,107.000,249.000,223.000
0.160,10.910,225.000,86.000,210.000
16.165,3.648,160.000,220.000,19.000
2.366,15.255,138.000,156.000,193.000
15.142,6.929,78.000,6.000,137.000
14.682,2.954,85.000,149.000,55.000
6.640,1.256,126.000,124.000,58.000
0.760,11.138,60.000,241.000,2.000
17.796,11.329,155.000,144.000,17.000
3.974,16.376,204.000,58.000,193.000
11.673,10.212,121.000,239.000,185.000
6.698,14.106,230.000,136.000,248.000
12.100,1.601,68.000,52.000,43.000
11.046,16.232,194.000,141.000,168.000
15.275,5.998,47.000,50.000,133.000
17.388,7.872,238.000,63.000,223.000
3.881,4.614,150.000,241.000,161.000
5.368,13.380,81.000,164.000,233.000
2.323,17.350,235.000,217.000,158.000
7.648,12.654,174.000,141.000,241.000
0.879,16.668,68.000,77.000,154.000
4.092,11.377,133.000,68.000,41.000
4.601,9.193,165.000,36.000,0.000
1.277,15.713,117.000,83.000,244.000
12.224,9.223,39.000,29.000,4.000
7.140,10.993,76.000,83.000,83.000
4.769,8.679,85.000,228.000,124.000
5.646,4.619,164.000,73.000,14.000
4.615,3.948,82.000,178.000,117.000
1.340,9.849,175.000,12.000,240.000
18.012,14.241,90.000,108.000,0.000
14.029,13.167,9.000,124.000,240.000
18.262,8.008,138.000,200.000,127.000
18.642,4.789,181.000,30.000,127.000
5.869,15.601,151.000,197.000,215.000
2.061,15.677,26.000,197.000,209.000
12.390,8.236,114.000,94.000,212.000
2.360,18.633,40.000,70.000,192.000
4.226,18.808,36.000,89.000,91.000
12.096,16.083,203.000,40.000,240.000
2.199,5.823,29.000,137.000,37.000
18.109,3.214,229.000,87.000,84.000
11.846,3.831,56.000,146.000,157.000
2.618,7.840,47.000,166.000,127.000
0.272,6.034,115.000,211.000,112.000
0.636,16.313,41.000,99.000,204.000
11.009,18.360,20.000,96.000,247.000
2.752,19.270,170.000,161.000,237.000
15.846,2.801,248.000,206.000,230.000
5.866,7.919,71.000,235.000,110.000
16.070,2.996,105.000,160.000,70.000
10.975,16.982,110.000,185.000,53.000
4.020,19.174,81.000,157.000,120.000
14.744,5.721,64.000,97.000,165.000
1.092,2.891,154.000,171.000,225.000
8.315,5.008,128.000,207.000,39.000
4.122,7.778,161.000,53.000,169.000
10.863,17.960,146.000,140.000,151.000
0.227,3.843,6.000,187.000,226.000
12.874,14.879,153.000,167.000,205.000
13.068,12.938,115.000,227.000,140.000
17.216,3.378,28.000,149.000,21.000
4.835,7.399,21.000,14.000,60.000
-0.354,15.612,41.000,58.000,145.000
17.637,16.855,46.000,75.000,43.000
5.220,8.970,70.000,88.000,45.000
16.160,4.105,173.000,78.000,154.000
9.970,8.673,69.000,18.000,68.000
15.752,5.062,27.000,43.000,95.000
-0.305,14.714,24.000,162.000,194.000
17.677,6.393,129.000,114.000,142.000
9.918,16.606,153.000,116.000,96.000
13.644,13.691,214.000,137.000,195.000
9.108,13.779,206.000,166.000,78.000
0.805,9.323,207.000,224.000,155.000
9.213,0.060,106.000,102.000,30.000
0.007,4.117,10.000,134.000,7.000
10.911,6.114,138.000,219.000,240.000
-0.164,9.229,208.000,235.000,241.000
9.059,2.950,231.000,225.000,154.000
0.600,-0.031,80.000,96.000,220.000
-0.396,12.674,192.000,78.000,222.000
4.673,6.652,117.000,214.000,192.000
0.096,16.250,175.000,84.000,40.000
5.896,2.672,46.000,209.000,22.000
11.772,11.140,148.000,239.000,61.000
2.745,13.734,126.000,181.000,51.000
9.671,12.851,124.000,112.000,56.000
12.960,2.849,13.000,94.000,240.000
15.882,16.918,229.000,85.000,95.000
3.963,8.165,0.000,20.000,0.000
10.903,12.137,183.000,74.000,97.000
19.210,4.284,47.000,19.000,221.000
19.372,5.978,85.000,106.000,138.000
15.784,7.361,109.000,45.000,122.000
17.962,12.060,197.000,49.000,2.000
7.351,16.821,211.000,149.000,39.000
18.664,1.232,158.000,179.000,145.000
3.797,17.975,33.000,197.000,72.000
3.968,9.868,127.000,31.000,112.000
9.306,17.304,83.000,241.000,172.000
0.121,8.995,61.000,202.000,105.000
2.994,6.363,5.000,95.000,65.000
11.120,18.652,87.000,158.000,113.000
17.036,10.047,74.000,120.000,210.000
11.215,14.287,60.000,38.000,66.000
18.163,3.929,119.000,55.000,253.000
7.728,16.356,175.000,20.000,198.000
-0.368,12.337,68.000,144.000,4.000
11.144,9.195,228.000,37.000,43.000
1.968,3.611,72.000,218.000,235.000
4.334,12.215,126.000,104.000,185.000
4.753,15.189,117.000,139.000,78.000
10.217,13.601,228.000,22.000,206.000
16.767,3.876,186.000,12.000,45.000
0.615,5.785,178.000,196.000,6.000
4.979,6.286,174.000,190.000,82.000
6.860,8.898,30.000,158.000,197.000
0.333,1.828,163.000,61.000,31.000
9.001,9.007,149.000,54.000,119.000
4.625,18.949,21.000,204.000,68.000
13.860,11.673,49.000,200.000,12.000
13.133,13.888,179.000,97.000,66.000
0.163,0.608,84.000,119.000,193.000
3.049,14.626,116.000,114.000,68.000
16.272,8.821,37.000,122.000,161.000
7.869,18.356,6.000,134.000,28.000
11.686,15.983,7.000,129.000,26.000
6.111,4.984,11.000,208.000,58.000
2.933,14.191,146.000,172.000,53.000
16.094,0.760,133.000,96.000,227.000
5.316,14.050,75.000,244.000,159.000
0.242,12.696,108.000,233.000,167.000
12.687,11.174,165.000,100.000,196.000
10.953,11.991,81.000,156.000,149.000
9.273,17.854,179.000,96.000,152.000
10.051,12.998,48.000,29.000,205.000
8.968,19.137,217.000,120.000,201.000
11.677,10.874,99.000,166.000,183.000
15.225,5.079,108.000,185.000,17.000
15.002,4.618,177.000,67.000,181.000
11.277,0.883,20.000,250.000,159.000
11.381,17.039,86.000,1.000,234.000
4.838,1.064,97.000,193.000,106.000
7.323,10.181,1.000,95.000,84.000
8.030,5.058,219.000,208.000,247.000
8.146,13.027,102.000,112.000,154.000
9.756,14.340,248.000,46.000,186.000
8.949,17.072,66.000,218.000,227.000
4.609,17.785,146.000,192.000,251.000
0.624,0.827,31.000,51.000,241.000
7.744,12.308,12.000,35.000,156.000
17.396,4.602,155.000,162.000,134.000
11.328,10.619,59.000,23.000,180.000
0.767,3.885,182.000,117.000,152.000
11.819,16.959,241.000,228.000,214.000
17.664,9.965,7.000,217.000,156.000
6.343,13.853,232.000,184.000,175.000
6.169,5.766,85.000,0.000,165.000
11.913,4.714,251.000,81.000,167.000
9.001,13.296,196.000,104.000,64.000
18.118,19.045,139.000,184.000,45.000
9.714,2.138,154.000,130.000,161.000
16.385,16.709,234.000,137.000,24.000
14.011,5.974,25.000,54.000,193.000
14.860,15.245,15.000,187.000,22.000
16.656,16.043,136.000,79.000,88.000
12.821,2.798,24.000,187.000,222.000
19.377,5.844,51.000,133.000,232.000
12.331,9.384,88.000,94.000,137.000
2.281,17.856,103.000,63.000,231.000
11.295,11.622,67.000,246.000,222.000
